,context,n_concepts,mean_tfidf,mean_diff,evidence
0,wheel,45,0.04,0.04,-
1,automobile,44,0.03,0.02,-
2,chassis,44,0.03,0.03,-
3,manufacturer,42,0.03,0.03,-
4,vehicles,42,0.02,0.02,-
5,wheels,42,0.03,0.03,-
6,wheeled,42,0.03,0.03,-
7,vehicle,41,0.03,0.02,-
8,road,40,0.04,0.03,-
9,bicycle,40,0.05,0.05,-
10,driving,40,0.03,0.02,-
11,produced,39,0.01,0.01,-
12,wagon,39,0.04,0.04,-
13,introduced,39,0.01,0.01,-
14,level,39,0.01,0.0,-
15,transportation,38,0.02,0.01,-
16,market,38,0.01,0.01,-
17,borrowed,38,0.01,0.0,-
18,prototype,38,0.02,0.01,-
19,manufacturing,37,0.02,0.01,-
20,wheel,45,0.04,0.04,-
21,wheels,42,0.03,0.03,-
