,context,n_concepts,mean_tfidf,mean_diff,evidence
0,called,36,0.01,0.01,-
1,along,35,0.01,0.01,-
2,include,35,0.01,0.0,-
3,wooden,34,0.05,0.04,-
4,other,34,0.01,0.01,-
5,oak,33,0.03,0.03,-
6,finished,33,0.01,0.01,-
7,and,33,0.05,0.01,-
8,included,32,0.01,0.0,-
9,william,32,0.0,0.0,-
10,followed,32,0.0,0.0,-
11,consists,32,0.01,0.0,-
12,quality,31,0.01,0.01,-
13,painted,31,0.01,0.01,-
14,family,31,0.01,0.0,-
15,whilst,31,0.01,0.0,-
16,consisted,31,0.01,0.0,-
17,consist,31,0.0,0.0,-
18,wood,30,0.04,0.03,-
19,replaced,30,0.01,0.01,-
20,wooden,34,0.05,0.04,-
21,wood,30,0.04,0.03,-
