,context,n_concepts,mean_tfidf,mean_diff,evidence
0,salmon,10,0.09,0.09,-
1,fish,10,0.06,0.05,-
2,fishermen,9,0.04,0.04,-
3,waters,9,0.03,0.02,-
4,fishing,9,0.12,0.12,-
5,catch,9,0.03,0.03,-
6,pound,8,0.02,0.01,-
7,caught,8,0.03,0.03,-
8,sole,8,0.12,0.12,-
9,maine,8,0.02,0.02,-
10,nice,8,0.01,0.01,-
11,seafood,8,0.01,0.01,-
12,bass,8,0.28,0.28,-
13,large,8,0.01,0.01,-
14,freshwater,8,0.01,0.01,-
15,lamb,8,0.01,0.01,-
16,atlantic,8,0.03,0.03,-
17,cod,8,0.19,0.19,-
18,trout,8,0.11,0.11,-
19,tuna,8,0.06,0.06,-
20,egg,5,0.01,0.01,-
21,eggs,5,0.02,0.01,-
