context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
preferably,15,0.0,0.0,0.0,0.01
recipes,14,0.01,0.0,0.0,0.02
or,14,0.02,0.01,0.01,0.03
blend,14,0.01,0.01,0.01,0.02
tasted,14,0.01,0.0,0.0,0.01
bubble,14,0.0,0.0,0.0,0.01
sweetness,14,0.01,0.0,0.0,0.02
slightly,14,0.0,0.0,0.0,0.01
spiked,13,0.01,0.01,0.0,0.07
apple,13,0.07,0.06,0.01,0.53
cubes,13,0.01,0.01,0.0,0.02
cocktail,13,0.01,0.01,0.0,0.03
bit,13,0.0,0.0,0.0,0.01
luscious,13,0.0,0.0,0.0,0.02
combination,13,0.0,0.0,0.0,0.01
goods,13,0.0,0.0,0.0,0.01
apples,13,0.02,0.02,0.0,0.13
toast,13,0.02,0.01,0.0,0.14
equal,13,0.0,0.0,0.0,0.0
somewhat,13,0.0,0.0,0.0,0.01
lemonade,12,0.02,0.02,0.0,0.16
sugar,12,0.04,0.03,0.02,0.09
beverages,12,0.01,0.01,0.0,0.03
sweet,12,0.02,0.01,0.01,0.04
mixed,12,0.01,0.0,0.0,0.02
combine,12,0.03,0.02,0.01,0.06
delicious,12,0.01,0.0,0.0,0.01
taste,12,0.01,0.01,0.01,0.03
rum,12,0.02,0.01,0.0,0.08
blended,12,0.01,0.0,0.0,0.01
half,12,0.01,0.0,0.0,0.02
mustard,12,0.02,0.01,0.01,0.09
snack,12,0.0,0.0,0.0,0.01
acid,12,0.0,0.0,0.0,0.01
etc,12,0.0,0.0,0.0,0.0
acidity,12,0.01,0.0,0.0,0.02
melon,12,0.02,0.02,0.0,0.06
spiced,12,0.01,0.01,0.0,0.03
stack,12,0.0,0.0,0.0,0.0
folks,12,0.0,0.0,0.0,0.01
mixing,12,0.01,0.0,0.0,0.01
combines,12,0.0,0.0,0.0,0.0
dry,12,0.01,0.01,0.0,0.07
beautifully,12,0.0,0.0,0.0,0.0
quarters,12,0.0,0.0,0.0,0.01
carefully,12,0.0,0.0,0.0,0.0
blueberries,12,0.01,0.01,0.0,0.02
sipping,11,0.03,0.03,0.0,0.12
mix,11,0.02,0.01,0.01,0.05
sipped,11,0.02,0.02,0.0,0.1
pour,11,0.02,0.02,0.01,0.04
cups,11,0.03,0.02,0.01,0.07
ounces,11,0.03,0.02,0.01,0.08
recipe,11,0.02,0.01,0.01,0.03
flavored,11,0.02,0.01,0.01,0.03
flavor,11,0.02,0.01,0.02,0.04
tart,11,0.03,0.02,0.01,0.09
