context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
order,4,0.01,0.01,0.0,0.02
members,4,0.0,0.0,0.0,0.01
advanced,4,0.0,0.0,0.0,0.0
noise,4,0.0,0.0,0.0,0.01
unless,4,0.0,0.0,0.0,0.0
closer,4,0.0,0.0,0.0,0.01
current,4,0.0,0.0,0.0,0.01
might,4,0.0,0.0,0.0,0.0
earlier,4,0.0,0.0,0.0,0.0
throughout,4,0.0,0.0,0.0,0.01
led,4,0.0,0.0,0.0,0.01
attacking,4,0.0,0.0,0.0,0.0
mainly,3,0.03,0.03,0.0,0.07
family,3,0.03,0.02,0.01,0.06
resident,3,0.0,0.0,0.0,0.01
placed,3,0.0,0.0,0.0,0.01
reminiscent,3,0.0,0.0,0.0,0.0
china,3,0.01,0.01,0.0,0.01
unlike,3,0.0,0.0,0.0,0.0
typical,3,0.0,0.0,0.0,0.0
considered,3,0.0,0.0,0.0,0.01
lays,3,0.0,0.0,0.0,0.01
lineup,3,0.0,0.0,0.0,0.01
upside,3,0.0,0.0,0.0,0.0
enlarged,3,0.0,0.0,0.0,0.0
odd,3,0.0,0.0,0.0,0.0
philippines,3,0.0,0.0,0.0,0.0
restricted,3,0.0,0.0,0.0,0.0
southwestern,3,0.0,0.0,0.0,0.0
fifth,3,0.01,0.0,0.0,0.01
contains,3,0.0,0.0,0.0,0.0
the,3,0.07,0.04,0.04,0.12
in,3,0.05,0.03,0.03,0.07
on,3,0.04,0.03,0.02,0.07
to,3,0.04,0.02,0.02,0.06
of,3,0.04,0.02,0.03,0.05
up,3,0.02,0.02,0.01,0.04
co,3,0.03,0.02,0.02,0.04
from,3,0.03,0.02,0.02,0.04
for,3,0.03,0.02,0.02,0.04
uk,3,0.01,0.01,0.0,0.04
was,3,0.03,0.02,0.02,0.03
as,3,0.02,0.01,0.01,0.03
free,3,0.02,0.01,0.0,0.03
thunder,3,0.01,0.01,0.0,0.03
000,3,0.03,0.02,0.02,0.04
year,3,0.02,0.01,0.01,0.03
by,3,0.02,0.01,0.01,0.03
when,3,0.02,0.01,0.01,0.03
he,3,0.02,0.01,0.01,0.03
part,3,0.01,0.01,0.01,0.03
first,3,0.01,0.01,0.01,0.03
into,3,0.02,0.01,0.01,0.03
hour,3,0.01,0.01,0.0,0.02
which,3,0.02,0.01,0.01,0.02
that,3,0.02,0.01,0.01,0.03
lit,3,0.01,0.01,0.0,0.02
their,3,0.01,0.01,0.01,0.02
presenting,3,0.01,0.01,0.0,0.02
they,3,0.02,0.01,0.01,0.02
men,3,0.01,0.01,0.0,0.02
hole,3,0.01,0.01,0.0,0.02
reach,3,0.01,0.01,0.0,0.02
full,3,0.01,0.01,0.0,0.02
top,3,0.01,0.01,0.01,0.02
flies,3,0.1,0.1,0.0,0.28
at,3,0.01,0.0,0.01,0.02
ride,3,0.01,0.01,0.0,0.02
down,3,0.01,0.01,0.01,0.02
based,3,0.01,0.01,0.01,0.02
2010,3,0.01,0.01,0.0,0.02
an,3,0.01,0.01,0.01,0.02
were,3,0.01,0.01,0.01,0.02
chicago,3,0.01,0.01,0.0,0.02
out,3,0.01,0.01,0.01,0.02
be,3,0.01,0.01,0.01,0.02
deep,3,0.01,0.01,0.01,0.02
this,3,0.01,0.01,0.01,0.02
against,3,0.01,0.01,0.0,0.02
has,3,0.01,0.01,0.01,0.02
british,3,0.01,0.01,0.0,0.02
through,3,0.01,0.01,0.0,0.02
third,3,0.01,0.01,0.0,0.02
travel,3,0.01,0.01,0.0,0.02
world,3,0.01,0.01,0.01,0.02
fallen,3,0.01,0.01,0.0,0.02
new,3,0.01,0.01,0.01,0.02
where,3,0.01,0.01,0.01,0.02
would,3,0.01,0.01,0.01,0.02
ghost,3,0.01,0.01,0.0,0.02
exclusive,3,0.01,0.01,0.0,0.02
set,3,0.01,0.01,0.0,0.01
2009,3,0.01,0.0,0.0,0.01
way,3,0.01,0.01,0.0,0.01
city,3,0.01,0.0,0.01,0.01
had,3,0.01,0.01,0.01,0.02
2008,3,0.01,0.01,0.0,0.01
five,3,0.01,0.0,0.0,0.01
no,3,0.01,0.0,0.0,0.01
produced,3,0.01,0.0,0.01,0.01
2013,3,0.01,0.01,0.0,0.01
12,3,0.01,0.0,0.0,0.01
there,3,0.01,0.01,0.01,0.01
so,3,0.01,0.0,0.0,0.01
screened,3,0.01,0.0,0.0,0.01
then,3,0.01,0.0,0.01,0.01
not,3,0.01,0.0,0.01,0.01
trails,3,0.01,0.0,0.0,0.01
only,3,0.01,0.0,0.0,0.01
point,3,0.01,0.01,0.01,0.01
atmosphere,3,0.01,0.01,0.0,0.01
now,3,0.01,0.0,0.0,0.01
