context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
filled,4,0.02,0.02,0.01,0.04
stretched,4,0.01,0.01,0.0,0.02
no,4,0.01,0.0,0.01,0.02
appear,4,0.01,0.01,0.01,0.03
pulling,4,0.01,0.01,0.0,0.02
blood,4,0.01,0.0,0.01,0.01
ball,4,0.01,0.01,0.01,0.02
small,4,0.01,0.01,0.01,0.02
animal,4,0.02,0.01,0.0,0.04
thick,4,0.03,0.03,0.01,0.08
bed,4,0.01,0.01,0.0,0.01
thin,4,0.01,0.01,0.01,0.03
covering,4,0.01,0.0,0.0,0.01
composite,4,0.01,0.01,0.0,0.02
paradise,4,0.01,0.01,0.0,0.02
fuel,4,0.01,0.01,0.0,0.02
fiber,4,0.01,0.0,0.0,0.02
excellent,4,0.01,0.01,0.0,0.01
lewis,4,0.01,0.0,0.0,0.01
1955,4,0.0,0.0,0.0,0.01
effect,4,0.01,0.01,0.0,0.03
recommended,4,0.01,0.0,0.0,0.01
thereafter,4,0.01,0.0,0.0,0.01
spotted,4,0.01,0.01,0.0,0.03
operated,4,0.01,0.0,0.0,0.01
raised,4,0.01,0.01,0.0,0.01
saw,4,0.01,0.01,0.0,0.01
em,3,0.08,0.08,0.0,0.22
jack,3,0.05,0.05,0.0,0.15
monkeys,3,0.05,0.05,0.0,0.14
tube,3,0.02,0.02,0.01,0.04
bay,3,0.01,0.01,0.0,0.03
wind,3,0.02,0.01,0.0,0.03
inside,3,0.02,0.01,0.01,0.03
sam,3,0.01,0.01,0.0,0.03
stuffed,3,0.01,0.01,0.0,0.02
up,3,0.02,0.01,0.02,0.03
filter,3,0.01,0.01,0.01,0.02
straight,3,0.01,0.01,0.0,0.02
as,3,0.02,0.0,0.02,0.02
swiss,3,0.01,0.01,0.0,0.02
night,3,0.01,0.01,0.0,0.02
piece,3,0.01,0.0,0.01,0.02
mask,3,0.02,0.02,0.01,0.04
final,3,0.01,0.0,0.0,0.01
defeating,3,0.01,0.0,0.0,0.01
attached,3,0.01,0.0,0.01,0.01
hole,3,0.02,0.02,0.01,0.04
will,3,0.01,0.0,0.01,0.01
colored,3,0.01,0.01,0.01,0.02
hand,3,0.04,0.03,0.01,0.1
wet,3,0.01,0.01,0.0,0.01
were,3,0.01,0.0,0.01,0.01
high,3,0.01,0.0,0.01,0.02
roll,3,0.01,0.01,0.01,0.01
runway,3,0.01,0.01,0.0,0.02
wig,3,0.02,0.01,0.0,0.03
nose,3,0.08,0.08,0.0,0.23
hit,3,0.01,0.01,0.01,0.01
non,3,0.01,0.01,0.01,0.02
turned,3,0.01,0.01,0.01,0.01
found,3,0.01,0.01,0.01,0.02
four,3,0.01,0.01,0.01,0.01
holding,3,0.01,0.01,0.01,0.02
well,3,0.02,0.01,0.01,0.02
insisted,3,0.0,0.0,0.0,0.01
pairs,3,0.01,0.01,0.0,0.01
phrase,3,0.0,0.0,0.0,0.01
johnson,3,0.01,0.0,0.0,0.01
tell,3,0.01,0.0,0.0,0.01
nicknamed,3,0.01,0.01,0.0,0.01
first,3,0.01,0.0,0.01,0.01
opposite,3,0.01,0.0,0.0,0.01
drive,3,0.0,0.0,0.0,0.01
pulled,3,0.01,0.0,0.0,0.01
won,3,0.01,0.0,0.0,0.01
near,3,0.01,0.0,0.0,0.01
knife,3,0.0,0.0,0.0,0.01
device,3,0.01,0.0,0.0,0.01
next,3,0.01,0.0,0.0,0.01
could,3,0.01,0.01,0.01,0.02
often,3,0.02,0.02,0.01,0.06
ring,3,0.02,0.01,0.01,0.02
your,3,0.02,0.01,0.01,0.03
64,3,0.0,0.0,0.0,0.01
indirect,3,0.0,0.0,0.0,0.01
laugh,3,0.0,0.0,0.0,0.01
determination,3,0.0,0.0,0.0,0.01
included,3,0.01,0.0,0.0,0.01
peers,3,0.0,0.0,0.0,0.01
ammunition,3,0.01,0.0,0.01,0.01
fox,3,0.0,0.0,0.0,0.01
circuit,3,0.0,0.0,0.0,0.01
beating,3,0.0,0.0,0.0,0.01
require,3,0.0,0.0,0.0,0.01
steps,3,0.0,0.0,0.0,0.01
poured,3,0.01,0.0,0.0,0.01
clay,3,0.0,0.0,0.0,0.01
balls,3,0.0,0.0,0.0,0.01
aggressive,3,0.0,0.0,0.0,0.01
johnny,3,0.01,0.01,0.0,0.01
marker,3,0.0,0.0,0.0,0.01
wash,3,0.0,0.0,0.0,0.01
attack,3,0.01,0.0,0.0,0.01
nelson,3,0.0,0.0,0.0,0.01
ryan,3,0.0,0.0,0.0,0.01
fellow,3,0.0,0.0,0.0,0.01
extensively,3,0.0,0.0,0.0,0.01
concealed,3,0.0,0.0,0.0,0.01
beaten,3,0.01,0.01,0.0,0.02
visible,3,0.01,0.01,0.01,0.03
press,3,0.0,0.0,0.0,0.01
advertisements,3,0.01,0.01,0.0,0.01
revealed,3,0.0,0.0,0.0,0.01
photograph,3,0.0,0.0,0.0,0.01
incident,3,0.0,0.0,0.0,0.01
extended,3,0.01,0.01,0.0,0.02
devil,3,0.01,0.01,0.0,0.01
reminiscent,3,0.01,0.0,0.0,0.01
literally,3,0.01,0.0,0.0,0.01
field,3,0.0,0.0,0.0,0.01
points,3,0.01,0.0,0.0,0.01
team,3,0.01,0.0,0.0,0.01
read,3,0.01,0.01,0.0,0.01
feet,3,0.01,0.01,0.01,0.02
james,3,0.0,0.0,0.0,0.01
steve,3,0.0,0.0,0.0,0.01
removing,3,0.01,0.0,0.01,0.01
written,3,0.01,0.0,0.01,0.01
reduced,3,0.0,0.0,0.0,0.01
photo,3,0.0,0.0,0.0,0.01
50,3,0.01,0.0,0.01,0.01
began,3,0.01,0.0,0.0,0.01
winter,3,0.0,0.0,0.0,0.01
edge,3,0.01,0.01,0.01,0.02
produce,3,0.01,0.01,0.01,0.02
fitted,3,0.02,0.02,0.01,0.05
intended,3,0.0,0.0,0.0,0.01
shot,3,0.01,0.0,0.01,0.01
giant,3,0.01,0.0,0.0,0.01
cover,3,0.01,0.01,0.01,0.02
outside,3,0.0,0.0,0.0,0.01
machine,3,0.01,0.01,0.01,0.02
arm,3,0.01,0.0,0.01,0.01
uses,3,0.01,0.0,0.01,0.01
features,3,0.01,0.0,0.0,0.01
these,3,0.01,0.0,0.01,0.01
should,3,0.01,0.0,0.01,0.01
week,3,0.0,0.0,0.0,0.01
larger,3,0.01,0.0,0.0,0.01
performance,3,0.0,0.0,0.0,0.01
hands,3,0.01,0.0,0.01,0.01
reused,3,0.0,0.0,0.0,0.0
damp,3,0.0,0.0,0.0,0.0
drift,3,0.01,0.01,0.0,0.01
provisions,3,0.0,0.0,0.0,0.0
fuse,3,0.0,0.0,0.0,0.01
