,context,n_concepts,mean_tfidf,mean_diff,evidence
0,crops,22,0.04,0.04,-
1,species,22,0.01,0.01,-
2,plants,21,0.02,0.02,-
3,grown,21,0.02,0.01,-
4,fruits,21,0.03,0.03,-
5,tobacco,21,0.01,0.01,-
6,watermelon,21,0.07,0.07,-
7,farmer,20,0.01,0.01,-
8,festival,20,0.02,0.02,-
9,host,20,0.0,0.0,-
10,agricultural,20,0.01,0.01,-
11,grow,20,0.01,0.01,-
12,grows,20,0.01,0.01,-
13,agriculture,20,0.01,0.01,-
14,seeds,20,0.03,0.02,-
15,crop,20,0.03,0.03,-
16,area,19,0.01,0.01,-
17,pineapple,19,0.04,0.04,-
18,sugar,19,0.07,0.06,-
19,commercially,19,0.0,0.0,-
20,round,15,0.01,0.0,-
