,context,n_concepts,mean_tfidf,mean_diff,evidence
0,kills,41,0.02,0.02,-
1,killing,40,0.02,0.02,-
2,gun,39,0.03,0.03,-
3,weapon,37,0.04,0.03,-
4,attack,36,0.01,0.01,-
5,weapons,36,0.02,0.02,-
6,killed,35,0.03,0.03,-
7,shot,35,0.04,0.03,-
8,kill,35,0.02,0.02,-
9,earlier,34,0.0,0.0,-
10,target,34,0.01,0.01,-
11,self,34,0.02,0.01,-
12,himself,34,0.01,0.01,-
13,firing,34,0.04,0.04,-
14,armed,34,0.02,0.02,-
15,fire,34,0.03,0.02,-
16,close,34,0.01,0.01,-
17,him,33,0.02,0.02,-
18,one,33,0.03,0.02,-
19,escaped,33,0.01,0.01,-
20,dangerous,30,0.01,0.01,-
