context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
entirely,25,0.0,0.0,0.0,0.01
apart,24,0.0,0.0,0.0,0.01
utilized,22,0.0,0.0,0.0,0.01
collector,22,0.0,0.0,0.0,0.02
suitable,22,0.0,0.0,0.0,0.02
supposed,22,0.0,0.0,0.0,0.02
take,22,0.01,0.0,0.0,0.02
goes,22,0.01,0.0,0.0,0.03
numbers,22,0.0,0.0,0.0,0.01
guests,22,0.0,0.0,0.0,0.02
actually,22,0.0,0.0,0.0,0.01
seen,22,0.01,0.0,0.0,0.03
designed,21,0.01,0.0,0.0,0.02
used,21,0.01,0.01,0.01,0.03
blue,21,0.04,0.04,0.01,0.23
were,21,0.01,0.0,0.01,0.02
low,21,0.01,0.0,0.0,0.03
scale,21,0.01,0.0,0.0,0.05
available,21,0.01,0.0,0.0,0.02
16,21,0.0,0.0,0.0,0.01
giving,21,0.0,0.0,0.0,0.01
remain,21,0.0,0.0,0.0,0.01
nights,21,0.0,0.0,0.0,0.07
for,21,0.02,0.01,0.01,0.06
also,21,0.01,0.01,0.01,0.06
offers,21,0.0,0.0,0.0,0.02
entire,21,0.0,0.0,0.0,0.01
coming,21,0.0,0.0,0.0,0.01
likewise,21,0.0,0.0,0.0,0.0
confined,21,0.0,0.0,0.0,0.01
displayed,20,0.0,0.0,0.0,0.01
placed,20,0.01,0.0,0.0,0.01
multi,20,0.01,0.0,0.0,0.03
lights,20,0.0,0.0,0.0,0.01
case,20,0.01,0.0,0.0,0.03
included,20,0.0,0.0,0.0,0.01
wide,20,0.01,0.0,0.0,0.02
exhibited,20,0.0,0.0,0.0,0.01
limited,20,0.01,0.0,0.0,0.03
tiny,20,0.01,0.0,0.0,0.02
specialised,20,0.0,0.0,0.0,0.01
hanging,20,0.01,0.01,0.0,0.11
1970s,20,0.0,0.0,0.0,0.01
compared,20,0.0,0.0,0.0,0.01
renowned,20,0.0,0.0,0.0,0.01
expanded,20,0.0,0.0,0.0,0.01
additionally,20,0.0,0.0,0.0,0.01
jumps,20,0.0,0.0,0.0,0.02
thirty,20,0.0,0.0,0.0,0.02
specialized,20,0.0,0.0,0.0,0.01
et,20,0.0,0.0,0.0,0.0
remarkable,20,0.0,0.0,0.0,0.0
and,20,0.04,0.02,0.03,0.08
by,20,0.02,0.01,0.01,0.04
has,20,0.01,0.01,0.01,0.02
can,20,0.01,0.01,0.01,0.04
only,20,0.01,0.0,0.01,0.01
this,20,0.01,0.01,0.01,0.02
they,20,0.01,0.01,0.01,0.02
gets,20,0.01,0.01,0.0,0.03
introduced,20,0.01,0.0,0.0,0.02
closest,20,0.0,0.0,0.0,0.02
seven,20,0.0,0.0,0.0,0.03
approximately,20,0.0,0.0,0.0,0.01
managed,20,0.0,0.0,0.0,0.03
owner,20,0.01,0.0,0.0,0.02
return,20,0.0,0.0,0.0,0.02
setting,20,0.0,0.0,0.0,0.01
attempts,20,0.0,0.0,0.0,0.0
find,20,0.0,0.0,0.0,0.01
readily,20,0.0,0.0,0.0,0.01
suggests,20,0.0,0.0,0.0,0.01
windows,19,0.01,0.01,0.0,0.16
looking,19,0.01,0.0,0.0,0.03
plates,19,0.01,0.01,0.0,0.04
panel,19,0.0,0.0,0.0,0.01
made,19,0.01,0.01,0.01,0.04
through,19,0.01,0.01,0.0,0.02
large,19,0.01,0.01,0.01,0.02
into,19,0.01,0.01,0.01,0.03
design,19,0.01,0.0,0.0,0.02
use,19,0.01,0.0,0.0,0.02
work,19,0.01,0.0,0.0,0.01
features,19,0.0,0.0,0.0,0.01
types,19,0.01,0.0,0.0,0.02
over,19,0.01,0.01,0.0,0.02
typically,19,0.01,0.0,0.0,0.03
uses,19,0.01,0.0,0.0,0.01
london,19,0.01,0.01,0.0,0.02
examples,19,0.0,0.0,0.0,0.0
bright,19,0.01,0.01,0.0,0.03
simple,19,0.0,0.0,0.0,0.01
edge,19,0.0,0.0,0.0,0.02
distinctive,19,0.0,0.0,0.0,0.02
look,19,0.0,0.0,0.0,0.02
except,19,0.0,0.0,0.0,0.01
cannot,19,0.0,0.0,0.0,0.01
unlike,19,0.0,0.0,0.0,0.01
pointed,19,0.0,0.0,0.0,0.02
chair,19,0.0,0.0,0.0,0.01
drawn,19,0.0,0.0,0.0,0.01
higher,19,0.0,0.0,0.0,0.01
fully,19,0.0,0.0,0.0,0.01
waiting,19,0.01,0.0,0.0,0.02
easier,19,0.0,0.0,0.0,0.01
1910,19,0.0,0.0,0.0,0.01
details,19,0.0,0.0,0.0,0.01
defined,19,0.01,0.0,0.0,0.06
laura,19,0.0,0.0,0.0,0.01
trace,19,0.0,0.0,0.0,0.0
moreover,19,0.0,0.0,0.0,0.0
on,19,0.02,0.01,0.01,0.04
link,19,0.0,0.0,0.0,0.02
off,19,0.01,0.01,0.01,0.03
which,19,0.02,0.01,0.01,0.03
an,19,0.02,0.01,0.01,0.07
mid,19,0.01,0.01,0.01,0.04
time,19,0.01,0.01,0.01,0.03
based,19,0.01,0.0,0.01,0.03
when,19,0.01,0.01,0.01,0.03
back,19,0.01,0.0,0.0,0.03
many,19,0.01,0.0,0.0,0.02
both,19,0.01,0.0,0.0,0.01
most,19,0.01,0.0,0.0,0.01
locations,19,0.0,0.0,0.0,0.01
during,19,0.01,0.0,0.0,0.01
under,19,0.01,0.01,0.0,0.03
throughout,19,0.0,0.0,0.0,0.01
few,19,0.0,0.0,0.0,0.01
catching,19,0.01,0.01,0.0,0.06
does,19,0.0,0.0,0.0,0.01
carry,19,0.0,0.0,0.0,0.01
1999,19,0.0,0.0,0.0,0.01
becoming,19,0.0,0.0,0.0,0.02
starts,19,0.0,0.0,0.0,0.03
immediately,19,0.0,0.0,0.0,0.01
escapes,19,0.01,0.0,0.0,0.02
dropped,19,0.0,0.0,0.0,0.01
help,19,0.01,0.0,0.0,0.03
biggest,19,0.0,0.0,0.0,0.0
specific,19,0.0,0.0,0.0,0.01
delivery,19,0.0,0.0,0.0,0.01
claimed,19,0.0,0.0,0.0,0.01
fan,19,0.0,0.0,0.0,0.02
obtain,19,0.0,0.0,0.0,0.01
after,19,0.01,0.0,0.0,0.02
but,19,0.01,0.0,0.01,0.02
claim,19,0.0,0.0,0.0,0.01
quickly,19,0.0,0.0,0.0,0.01
gave,19,0.0,0.0,0.0,0.01
fly,19,0.01,0.01,0.0,0.03
helps,19,0.0,0.0,0.0,0.01
typical,19,0.0,0.0,0.0,0.01
investigate,19,0.0,0.0,0.0,0.0
demonstrated,19,0.0,0.0,0.0,0.01
shown,19,0.0,0.0,0.0,0.01
cap,19,0.01,0.01,0.0,0.11
showed,19,0.0,0.0,0.0,0.01
similarly,19,0.0,0.0,0.0,0.0
tend,19,0.0,0.0,0.0,0.01
mr,19,0.0,0.0,0.0,0.01
window,18,0.01,0.01,0.0,0.09
with,18,0.02,0.01,0.01,0.04
two,18,0.01,0.01,0.01,0.04
painting,18,0.0,0.0,0.0,0.01
onto,18,0.01,0.0,0.0,0.01
material,18,0.0,0.0,0.0,0.01
containing,18,0.01,0.0,0.0,0.02
non,18,0.01,0.01,0.0,0.02
applied,18,0.0,0.0,0.0,0.01
circular,18,0.0,0.0,0.0,0.03
shapes,18,0.0,0.0,0.0,0.01
using,18,0.01,0.0,0.0,0.01
full,18,0.01,0.0,0.0,0.02
modern,18,0.0,0.0,0.0,0.01
collection,18,0.01,0.0,0.0,0.03
create,18,0.0,0.0,0.0,0.01
shape,18,0.01,0.0,0.0,0.02
includes,18,0.0,0.0,0.0,0.01
instead,18,0.0,0.0,0.0,0.01
famous,18,0.01,0.0,0.0,0.01
form,18,0.01,0.0,0.0,0.02
consists,18,0.0,0.0,0.0,0.01
rather,18,0.0,0.0,0.0,0.01
centre,18,0.01,0.0,0.0,0.02
allows,18,0.0,0.0,0.0,0.01
thrown,18,0.01,0.0,0.0,0.02
documented,18,0.0,0.0,0.0,0.01
touch,18,0.0,0.0,0.0,0.02
heavy,18,0.01,0.0,0.0,0.02
various,18,0.0,0.0,0.0,0.01
must,18,0.0,0.0,0.0,0.01
via,18,0.01,0.0,0.0,0.02
barrier,18,0.01,0.01,0.0,0.08
louis,18,0.0,0.0,0.0,0.01
allowing,18,0.01,0.0,0.0,0.03
incorporate,18,0.0,0.0,0.0,0.0
applications,18,0.0,0.0,0.0,0.01
directly,18,0.01,0.0,0.0,0.03
attached,18,0.01,0.0,0.0,0.02
repaired,18,0.0,0.0,0.0,0.02
