,context,n_concepts,mean_tfidf,mean_diff,evidence
0,cultivated,10,0.02,0.01,-
1,often,9,0.01,0.0,-
2,varieties,9,0.02,0.01,-
3,leaves,9,0.03,0.02,-
4,years,9,0.0,0.0,-
5,entitled,9,0.0,0.0,-
6,grown,9,0.02,0.01,-
7,plants,9,0.02,0.01,-
8,title,9,0.01,0.01,-
9,tobacco,9,0.02,0.01,-
10,cultivars,9,0.02,0.01,-
11,maize,9,0.03,0.02,-
12,then,8,0.01,0.0,-
13,1980s,8,0.0,0.0,-
14,takes,8,0.0,0.0,-
15,though,8,0.0,0.0,-
16,okra,8,0.01,0.01,-
17,plant,8,0.04,0.03,-
18,western,8,0.0,0.0,-
19,kingdom,8,0.0,0.0,-
20,sweet,6,0.03,0.02,-
