context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
it,13,0.02,0.01,0.01,0.06
titled,12,0.01,0.01,0.0,0.03
la,12,0.02,0.02,0.0,0.11
produced,12,0.01,0.01,0.0,0.02
river,11,0.03,0.02,0.0,0.08
milk,11,0.05,0.05,0.0,0.36
lamb,11,0.01,0.01,0.0,0.04
white,11,0.02,0.01,0.01,0.03
goddess,11,0.05,0.04,0.0,0.26
released,11,0.02,0.02,0.01,0.08
produce,11,0.0,0.0,0.0,0.01
including,11,0.01,0.0,0.01,0.02
name,11,0.01,0.01,0.01,0.03
forms,11,0.01,0.0,0.0,0.01
mare,11,0.02,0.02,0.0,0.17
ms,11,0.01,0.0,0.0,0.01
piece,11,0.01,0.0,0.0,0.01
beautiful,11,0.02,0.01,0.0,0.06
little,11,0.03,0.02,0.01,0.12
resembles,11,0.01,0.01,0.0,0.04
recorded,11,0.01,0.01,0.0,0.03
found,11,0.01,0.0,0.0,0.02
birth,10,0.02,0.01,0.01,0.04
used,10,0.01,0.01,0.0,0.02
meaning,10,0.01,0.01,0.0,0.02
two,10,0.02,0.01,0.01,0.04
line,10,0.01,0.01,0.0,0.02
common,10,0.01,0.0,0.0,0.02
woman,10,0.02,0.02,0.01,0.07
cow,10,0.07,0.07,0.01,0.59
like,10,0.02,0.01,0.01,0.06
account,10,0.01,0.01,0.0,0.02
records,10,0.01,0.01,0.0,0.03
single,10,0.01,0.01,0.01,0.06
its,10,0.01,0.01,0.01,0.02
ears,10,0.01,0.0,0.0,0.01
crossing,10,0.0,0.0,0.0,0.01
albums,10,0.01,0.01,0.0,0.03
review,10,0.01,0.01,0.0,0.02
refer,10,0.01,0.0,0.0,0.02
2012,10,0.01,0.0,0.0,0.02
simply,10,0.01,0.0,0.0,0.01
west,10,0.01,0.0,0.0,0.01
days,10,0.01,0.0,0.0,0.01
small,10,0.01,0.0,0.0,0.01
mate,10,0.02,0.02,0.0,0.1
form,10,0.01,0.01,0.0,0.02
animals,10,0.02,0.01,0.0,0.06
version,10,0.01,0.0,0.0,0.02
rock,10,0.01,0.01,0.0,0.03
herself,10,0.01,0.01,0.0,0.02
given,10,0.01,0.0,0.0,0.02
such,10,0.01,0.01,0.01,0.02
die,10,0.01,0.01,0.0,0.02
the,9,0.08,0.02,0.06,0.11
spring,9,0.01,0.01,0.0,0.03
offspring,9,0.01,0.01,0.0,0.03
about,9,0.01,0.01,0.01,0.02
tail,9,0.01,0.01,0.0,0.04
pronounced,9,0.01,0.0,0.0,0.01
if,9,0.01,0.01,0.01,0.02
three,9,0.01,0.01,0.01,0.03
off,9,0.02,0.01,0.01,0.03
out,9,0.01,0.01,0.01,0.02
or,9,0.02,0.01,0.01,0.05
opening,9,0.01,0.0,0.0,0.01
means,9,0.01,0.01,0.0,0.02
were,9,0.01,0.0,0.01,0.02
pieces,9,0.0,0.0,0.0,0.01
en,9,0.01,0.01,0.0,0.01
annual,9,0.01,0.0,0.0,0.01
commonly,9,0.01,0.01,0.0,0.01
track,9,0.01,0.01,0.0,0.04
december,9,0.01,0.0,0.0,0.01
each,9,0.01,0.0,0.0,0.01
novel,9,0.01,0.0,0.01,0.02
these,9,0.01,0.0,0.0,0.01
female,9,0.02,0.02,0.01,0.05
take,9,0.01,0.0,0.0,0.01
translates,9,0.01,0.01,0.0,0.02
bred,9,0.03,0.03,0.01,0.12
eating,9,0.02,0.02,0.0,0.1
display,9,0.01,0.01,0.0,0.03
mountains,9,0.01,0.0,0.0,0.02
size,9,0.0,0.0,0.0,0.01
tales,9,0.0,0.0,0.0,0.01
spot,9,0.0,0.0,0.0,0.01
located,9,0.01,0.0,0.0,0.01
buy,9,0.01,0.0,0.0,0.02
range,9,0.01,0.0,0.0,0.01
spotted,9,0.01,0.01,0.0,0.03
tree,9,0.02,0.01,0.0,0.11
moon,9,0.01,0.01,0.0,0.03
larger,9,0.0,0.0,0.0,0.01
water,9,0.02,0.02,0.0,0.13
ghost,9,0.01,0.01,0.0,0.04
voiced,9,0.01,0.0,0.0,0.01
dark,9,0.01,0.0,0.0,0.01
southern,9,0.01,0.0,0.0,0.01
debut,9,0.01,0.01,0.0,0.02
singing,9,0.01,0.0,0.0,0.01
cover,9,0.01,0.01,0.0,0.02
human,9,0.01,0.01,0.0,0.02
formed,9,0.01,0.0,0.0,0.01
page,9,0.01,0.0,0.0,0.01
feature,9,0.01,0.01,0.0,0.01
heart,9,0.01,0.0,0.0,0.01
try,9,0.01,0.0,0.0,0.02
production,9,0.01,0.0,0.0,0.01
entitled,9,0.01,0.0,0.0,0.02
much,9,0.01,0.0,0.0,0.02
though,9,0.01,0.0,0.0,0.01
kill,9,0.02,0.01,0.01,0.05
created,9,0.01,0.0,0.01,0.01
into,9,0.01,0.01,0.01,0.02
are,9,0.01,0.0,0.01,0.01
compared,9,0.01,0.0,0.0,0.01
features,9,0.01,0.0,0.0,0.01
performed,9,0.01,0.0,0.0,0.01
venus,9,0.01,0.01,0.0,0.03
billed,9,0.01,0.0,0.0,0.01
lake,9,0.01,0.01,0.0,0.02
sex,9,0.01,0.0,0.0,0.01
enters,9,0.0,0.0,0.0,0.01
follows,9,0.0,0.0,0.0,0.01
lady,9,0.02,0.01,0.0,0.05
followed,9,0.01,0.0,0.0,0.01
heard,9,0.01,0.01,0.0,0.07
documentary,9,0.01,0.01,0.0,0.02
nearby,9,0.01,0.0,0.0,0.01
changed,9,0.01,0.0,0.0,0.01
mile,9,0.0,0.0,0.0,0.01
lying,9,0.01,0.01,0.0,0.03
40,9,0.01,0.0,0.0,0.01
contains,9,0.0,0.0,0.0,0.01
sacrifice,8,0.01,0.01,0.0,0.03
breeding,8,0.01,0.01,0.01,0.02
breed,8,0.02,0.02,0.0,0.05
wolf,8,0.01,0.01,0.0,0.03
herd,8,0.02,0.02,0.0,0.06
can,8,0.01,0.0,0.01,0.02
signed,8,0.01,0.0,0.0,0.02
garden,8,0.01,0.01,0.0,0.01
move,8,0.01,0.01,0.0,0.02
uses,8,0.01,0.01,0.0,0.01
bee,8,0.01,0.01,0.0,0.06
rain,8,0.01,0.01,0.0,0.02
around,8,0.01,0.0,0.0,0.02
no,8,0.01,0.0,0.01,0.02
gallery,8,0.0,0.0,0.0,0.01
darkness,8,0.01,0.0,0.0,0.01
releases,8,0.0,0.0,0.0,0.01
flat,8,0.0,0.0,0.0,0.01
recommended,8,0.01,0.0,0.0,0.01
hills,8,0.01,0.0,0.0,0.01
sits,8,0.0,0.0,0.0,0.01
minute,8,0.01,0.01,0.0,0.02
itself,8,0.01,0.0,0.0,0.01
secretly,8,0.01,0.0,0.0,0.01
women,8,0.01,0.01,0.01,0.03
tries,8,0.01,0.0,0.01,0.01
within,8,0.0,0.0,0.0,0.01
north,8,0.01,0.01,0.01,0.02
large,8,0.01,0.0,0.0,0.02
behind,8,0.01,0.0,0.0,0.01
others,8,0.01,0.01,0.0,0.02
went,8,0.01,0.0,0.0,0.01
between,8,0.01,0.0,0.01,0.01
so,8,0.01,0.0,0.01,0.01
hamlet,8,0.0,0.0,0.0,0.01
curse,8,0.01,0.01,0.0,0.04
northwest,8,0.01,0.0,0.0,0.02
relates,8,0.01,0.0,0.0,0.01
