context,evidence_type,categories
jeans,i,plant
restaurants,u,plant
beach,u,plant
call,u,plant
carries,u,plant
lace,i,plant fruit
chic,u,plant
stream,u,plant
except,u,plant no-cat
under,u,plant food
introduction,u,animal no-cat
tracking,u,animal no-cat
likely,u,animal no-cat
evidence,u,animal
suddenly,u,animal object all
named,u,food fruit
species,u,food
bearing,u,food
three,u,food
picking,u,food fruit
size,u,food
appeared,u,food
discovered,u,food fruit
nest,u,bird
ever,u,no-cat bird
habitat,u,bird
populations,u,bird
miles,u,fruit bird
following,u,no-cat bird
tim,u,bird
devastated,u,bird
above,u,bird
winter,u,bird
ii,u,bird
nearly,u,no-cat bird
last,u,bird
11,u,bird
creature,u,bird
fire,u,object all
enormous,u,object
of,u,fruit
picker,u,fruit
director,u,fruit
sits,u,fruit no-cat
ugly,u,fruit no-cat
called,u,fruit
young,u,fruit
sometimes,u,fruit
your,u,fruit
featuring,u,fruit
dozens,u,fruit
city,u,fruit no-cat
caught,u,fruit
herself,u,fruit
labeled,u,fruit
mother,u,fruit
cover,u,fruit
brought,u,fruit no-cat
world,u,fruit
laden,u,fruit
season,u,fruit
parties,u,fruit
star,u,fruit
stage,u,fruit
reference,u,fruit
fingers,u,fruit
types,u,fruit
shop,u,fruit no-cat
oven,u,fruit
best,u,fruit
there,u,fruit
did,u,fruit
looking,u,fruit no-cat
ca,u,fruit
course,u,fruit
first,u,fruit
find,u,fruit
substitute,u,fruit
works,u,fruit
takes,u,fruit no-cat
opportunity,u,fruit
why,u,fruit
ago,u,fruit no-cat
southern,u,fruit
gets,u,fruit
really,u,mammal no-cat
abandoned,u,mammal no-cat
come,u,mammal
bag,i,mammal no-cat
grandmother,u,relation
tossed,u,relation
neighbor,u,relation
cloth,i,relation
black,p,relation all
perhaps,u,relation
cheers,u,relation
spread,u,no-cat
red,u,no-cat
europe,u,no-cat
market,i,no-cat
past,i,no-cat
canada,u,no-cat
way,u,no-cat
add,u,no-cat
lot,u,no-cat
500,u,no-cat
without,u,no-cat
machine,u,no-cat
central,u,no-cat
everything,u,no-cat
thanks,u,no-cat
larger,u,no-cat
causing,u,no-cat
present,u,no-cat
emerged,u,no-cat
davis,u,no-cat
candy,u,no-cat
growing,u,no-cat
nothing,u,no-cat
due,u,no-cat
making,u,no-cat
low,u,no-cat
picked,u,no-cat
cold,r,no-cat
our,u,no-cat
job,u,no-cat
parents,u,no-cat
worked,u,no-cat
slow,u,no-cat
finally,u,no-cat
remember,u,no-cat
especially,u,no-cat
because,u,no-cat
different,u,no-cat
third,u,no-cat
kansas,u,no-cat
glass,i,no-cat
heat,u,no-cat
thin,u,no-cat
ran,u,no-cat
ready,u,no-cat
putting,u,no-cat
suggest,u,no-cat
sense,u,no-cat
turning,u,no-cat
meaning,u,no-cat
layer,u,no-cat
paint,i,no-cat
post,u,no-cat
originally,u,no-cat
depending,u,no-cat
disappeared,u,no-cat
among,u,no-cat
decade,u,no-cat
else,u,no-cat
either,u,no-cat
doing,u,no-cat
change,u,no-cat
brings,u,no-cat
cool,r,no-cat
car,i,no-cat
engine,u,no-cat
classic,u,no-cat
200,u,no-cat
drove,u,no-cat
mountain,u,no-cat
1970s,u,no-cat
color,u,no-cat
having,u,no-cat
proved,u,no-cat
she,u,no-cat
powerful,u,no-cat
transformed,u,no-cat
sales,u,no-cat
inside,u,no-cat
space,u,no-cat
1999,u,no-cat
era,u,no-cat
moving,u,no-cat
south,u,no-cat
1980s,u,no-cat
brother,u,no-cat
africa,u,no-cat
nor,u,no-cat
lay,u,no-cat
indicated,u,no-cat
underneath,u,no-cat
work,u,no-cat
control,u,no-cat
waiting,u,no-cat
coffee,u,no-cat
vacation,u,no-cat
valley,u,no-cat
product,u,no-cat
