context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
automatically,3,0.01,0.01,0.0,0.01
fever,3,0.0,0.0,0.0,0.01
fixed,3,0.02,0.02,0.01,0.03
diamond,3,0.01,0.01,0.01,0.02
company,3,0.02,0.01,0.01,0.04
next,3,0.01,0.01,0.0,0.01
struck,3,0.01,0.01,0.01,0.02
letter,3,0.02,0.02,0.0,0.04
dna,3,0.01,0.0,0.0,0.01
usage,3,0.0,0.0,0.0,0.01
approached,3,0.01,0.01,0.0,0.02
fake,3,0.01,0.01,0.0,0.01
hacking,3,0.01,0.01,0.0,0.01
banana,3,0.01,0.01,0.0,0.03
decapitated,3,0.01,0.01,0.0,0.01
died,3,0.01,0.01,0.01,0.03
items,3,0.02,0.02,0.01,0.04
flame,3,0.0,0.0,0.0,0.01
craft,3,0.01,0.0,0.0,0.01
poison,3,0.01,0.01,0.0,0.01
allegedly,3,0.0,0.0,0.0,0.01
instantly,3,0.0,0.0,0.0,0.01
dual,3,0.01,0.01,0.01,0.01
falls,3,0.01,0.0,0.01,0.01
strikes,3,0.01,0.0,0.0,0.01
enemy,3,0.0,0.0,0.0,0.01
legs,3,0.01,0.0,0.0,0.01
holes,3,0.01,0.0,0.01,0.01
quickly,3,0.01,0.0,0.0,0.01
multiple,3,0.0,0.0,0.0,0.01
kentucky,3,0.02,0.02,0.01,0.03
penetrate,3,0.01,0.0,0.0,0.01
arrows,3,0.0,0.0,0.0,0.01
ax,3,0.01,0.0,0.0,0.01
mother,3,0.01,0.0,0.0,0.01
seen,3,0.01,0.0,0.01,0.01
pencil,3,0.0,0.0,0.0,0.01
manufacture,3,0.04,0.03,0.0,0.1
envelope,3,0.0,0.0,0.0,0.01
wears,3,0.0,0.0,0.0,0.01
collaboration,3,0.01,0.01,0.0,0.02
saved,3,0.0,0.0,0.0,0.01
feels,3,0.0,0.0,0.0,0.01
james,3,0.01,0.0,0.01,0.01
drawing,3,0.01,0.0,0.01,0.01
triangular,3,0.02,0.02,0.01,0.03
injury,3,0.02,0.02,0.0,0.04
trilogy,3,0.01,0.01,0.01,0.01
cheek,3,0.0,0.0,0.0,0.01
song,3,0.01,0.01,0.01,0.02
stories,3,0.0,0.0,0.0,0.01
confronted,3,0.0,0.0,0.0,0.01
sentenced,3,0.01,0.01,0.01,0.01
seized,3,0.01,0.01,0.0,0.01
wedding,3,0.0,0.0,0.0,0.01
cooper,3,0.0,0.0,0.0,0.01
object,3,0.0,0.0,0.0,0.01
frees,3,0.0,0.0,0.0,0.01
jungle,3,0.0,0.0,0.0,0.01
reports,3,0.0,0.0,0.0,0.01
kicking,3,0.0,0.0,0.0,0.01
glacier,3,0.01,0.0,0.0,0.01
instant,3,0.0,0.0,0.0,0.01
creature,3,0.0,0.0,0.0,0.01
cry,3,0.0,0.0,0.0,0.01
escaping,3,0.0,0.0,0.0,0.01
surrendered,3,0.0,0.0,0.0,0.01
spray,3,0.0,0.0,0.0,0.01
tree,3,0.01,0.01,0.0,0.02
beside,3,0.0,0.0,0.0,0.01
thriller,3,0.0,0.0,0.0,0.01
engages,3,0.0,0.0,0.0,0.01
desperate,3,0.0,0.0,0.0,0.01
believing,3,0.0,0.0,0.0,0.01
documentary,3,0.0,0.0,0.0,0.01
jr,3,0.01,0.0,0.0,0.01
wire,3,0.0,0.0,0.0,0.01
desk,3,0.0,0.0,0.0,0.01
witnesses,3,0.0,0.0,0.0,0.01
karen,3,0.0,0.0,0.0,0.01
checked,3,0.01,0.01,0.0,0.03
feather,3,0.03,0.03,0.01,0.06
fought,3,0.01,0.0,0.0,0.01
favorite,3,0.0,0.0,0.0,0.01
kit,3,0.01,0.0,0.0,0.01
simple,3,0.01,0.0,0.0,0.01
becomes,3,0.01,0.0,0.0,0.01
closing,3,0.01,0.0,0.0,0.01
feel,3,0.0,0.0,0.0,0.0
opened,3,0.0,0.0,0.0,0.01
agrees,3,0.0,0.0,0.0,0.01
seal,3,0.0,0.0,0.0,0.0
martha,3,0.0,0.0,0.0,0.01
demon,3,0.01,0.01,0.0,0.02
al,3,0.01,0.01,0.0,0.01
sheet,3,0.01,0.01,0.0,0.02
produces,3,0.01,0.01,0.0,0.01
equipment,3,0.01,0.01,0.0,0.02
revenge,3,0.0,0.0,0.0,0.0
dying,3,0.0,0.0,0.0,0.0
stopping,3,0.0,0.0,0.0,0.0
sasha,3,0.0,0.0,0.0,0.0
convenient,3,0.0,0.0,0.0,0.0
bark,3,0.0,0.0,0.0,0.0
refuses,3,0.0,0.0,0.0,0.0
seals,3,0.0,0.0,0.0,0.0
twisted,3,0.0,0.0,0.0,0.01
crowd,3,0.01,0.01,0.0,0.02
patterns,3,0.01,0.01,0.0,0.01
angel,3,0.01,0.01,0.0,0.03
width,3,0.01,0.01,0.0,0.03
smoke,3,0.0,0.0,0.0,0.0
realizes,3,0.0,0.0,0.0,0.01
common,3,0.01,0.0,0.0,0.01
hacked,3,0.01,0.0,0.0,0.01
zach,3,0.0,0.0,0.0,0.0
penetrated,3,0.0,0.0,0.0,0.0
creates,3,0.0,0.0,0.0,0.01
falling,3,0.0,0.0,0.0,0.0
hitting,3,0.01,0.0,0.0,0.01
afterwards,3,0.0,0.0,0.0,0.0
function,3,0.0,0.0,0.0,0.01
wore,3,0.0,0.0,0.0,0.0
steve,3,0.01,0.0,0.0,0.01
wear,3,0.0,0.0,0.0,0.0
punk,3,0.01,0.01,0.0,0.02
fan,3,0.01,0.01,0.0,0.01
yu,3,0.0,0.0,0.0,0.0
wax,3,0.01,0.01,0.0,0.03
individual,3,0.01,0.01,0.0,0.03
spanish,3,0.02,0.02,0.0,0.04
touching,3,0.01,0.0,0.0,0.01
bodies,3,0.0,0.0,0.0,0.0
advantage,3,0.0,0.0,0.0,0.0
friends,3,0.0,0.0,0.0,0.0
arrives,3,0.0,0.0,0.0,0.0
damaged,3,0.0,0.0,0.0,0.01
punisher,3,0.0,0.0,0.0,0.0
fate,3,0.0,0.0,0.0,0.01
tobacco,3,0.01,0.01,0.0,0.01
extracted,3,0.0,0.0,0.0,0.0
woodworking,3,0.01,0.01,0.0,0.01
narrowly,3,0.01,0.01,0.0,0.01
kicked,3,0.0,0.0,0.0,0.0
maid,3,0.0,0.0,0.0,0.0
ricky,3,0.0,0.0,0.0,0.01
ryan,3,0.0,0.0,0.0,0.01
stated,3,0.01,0.0,0.0,0.01
meanwhile,3,0.01,0.01,0.0,0.02
apparent,3,0.0,0.0,0.0,0.0
prison,3,0.01,0.0,0.0,0.01
towards,3,0.01,0.01,0.0,0.01
equipped,3,0.01,0.0,0.0,0.01
accompanied,3,0.01,0.0,0.0,0.01
orders,3,0.0,0.0,0.0,0.01
wants,3,0.0,0.0,0.0,0.0
alex,3,0.0,0.0,0.0,0.01
beaten,3,0.0,0.0,0.0,0.0
indicate,3,0.0,0.0,0.0,0.0
refused,3,0.0,0.0,0.0,0.0
examination,3,0.01,0.01,0.0,0.03
weak,3,0.01,0.01,0.0,0.01
abandon,3,0.0,0.0,0.0,0.0
chaos,3,0.0,0.0,0.0,0.0
pins,3,0.0,0.0,0.0,0.01
attempt,3,0.0,0.0,0.0,0.0
know,3,0.0,0.0,0.0,0.0
spare,3,0.0,0.0,0.0,0.01
kind,3,0.0,0.0,0.0,0.01
hip,3,0.01,0.0,0.0,0.01
proven,3,0.0,0.0,0.0,0.0
marketing,3,0.0,0.0,0.0,0.01
sack,3,0.01,0.01,0.0,0.01
butt,3,0.01,0.0,0.0,0.01
chicago,3,0.01,0.01,0.0,0.01
personal,3,0.01,0.0,0.0,0.01
discovered,3,0.0,0.0,0.0,0.0
shed,3,0.0,0.0,0.0,0.0
tribe,3,0.0,0.0,0.0,0.0
engraved,3,0.01,0.01,0.0,0.01
seems,3,0.0,0.0,0.0,0.01
horizontal,3,0.01,0.0,0.0,0.01
1983,3,0.0,0.0,0.0,0.01
complete,3,0.0,0.0,0.0,0.0
resembles,3,0.01,0.0,0.0,0.01
beheading,3,0.0,0.0,0.0,0.01
solely,3,0.0,0.0,0.0,0.0
testing,3,0.0,0.0,0.0,0.0
conversation,3,0.0,0.0,0.0,0.01
bomb,3,0.0,0.0,0.0,0.0
pinned,3,0.01,0.0,0.0,0.01
beneath,3,0.0,0.0,0.0,0.0
arms,3,0.0,0.0,0.0,0.01
test,3,0.01,0.01,0.0,0.03
circular,3,0.01,0.01,0.0,0.02
market,3,0.0,0.0,0.0,0.0
raiders,3,0.01,0.01,0.0,0.04
buffy,3,0.0,0.0,0.0,0.0
heavy,3,0.01,0.0,0.0,0.01
rabbit,3,0.0,0.0,0.0,0.0
thinking,3,0.0,0.0,0.0,0.0
deliver,3,0.0,0.0,0.0,0.01
commander,3,0.0,0.0,0.0,0.0
resembled,3,0.0,0.0,0.0,0.0
faster,3,0.0,0.0,0.0,0.0
sold,3,0.0,0.0,0.0,0.0
chinese,3,0.01,0.01,0.0,0.02
variety,3,0.0,0.0,0.0,0.0
engraving,3,0.0,0.0,0.0,0.01
sanctuary,3,0.0,0.0,0.0,0.0
boxing,3,0.0,0.0,0.0,0.0
grips,3,0.01,0.0,0.0,0.01
munich,3,0.0,0.0,0.0,0.0
neighbors,3,0.0,0.0,0.0,0.0
searches,3,0.0,0.0,0.0,0.0
flush,3,0.01,0.01,0.0,0.01
pirate,3,0.0,0.0,0.0,0.0
crescent,3,0.01,0.01,0.0,0.04
kevin,3,0.01,0.01,0.0,0.01
otherwise,3,0.0,0.0,0.0,0.0
rob,3,0.01,0.01,0.0,0.02
symbols,3,0.0,0.0,0.0,0.0
deeply,3,0.0,0.0,0.0,0.0
anti,3,0.04,0.04,0.0,0.11
iconic,3,0.0,0.0,0.0,0.0
marketed,3,0.0,0.0,0.0,0.01
suspected,3,0.0,0.0,0.0,0.0
preferred,3,0.01,0.01,0.0,0.03
slide,3,0.0,0.0,0.0,0.01
handling,3,0.0,0.0,0.0,0.0
knew,3,0.0,0.0,0.0,0.0
waiting,3,0.0,0.0,0.0,0.0
attributed,3,0.0,0.0,0.0,0.0
doc,3,0.0,0.0,0.0,0.0
carrie,3,0.0,0.0,0.0,0.0
hiatus,3,0.0,0.0,0.0,0.0
stress,3,0.01,0.01,0.0,0.03
preventing,3,0.0,0.0,0.0,0.01
smaller,3,0.0,0.0,0.0,0.01
queen,3,0.02,0.02,0.0,0.03
drives,3,0.0,0.0,0.0,0.0
sized,3,0.0,0.0,0.0,0.0
professional,3,0.01,0.0,0.0,0.01
steal,3,0.0,0.0,0.0,0.01
jean,3,0.0,0.0,0.0,0.0
seat,3,0.0,0.0,0.0,0.0
terms,3,0.0,0.0,0.0,0.0
variants,3,0.01,0.01,0.0,0.03
shark,3,0.0,0.0,0.0,0.0
destroying,3,0.0,0.0,0.0,0.0
causes,3,0.0,0.0,0.0,0.01
knowing,3,0.0,0.0,0.0,0.0
allow,3,0.0,0.0,0.0,0.0
gloves,3,0.0,0.0,0.0,0.01
shaping,3,0.0,0.0,0.0,0.0
emerges,3,0.0,0.0,0.0,0.0
scream,3,0.0,0.0,0.0,0.01
chooses,3,0.0,0.0,0.0,0.0
worked,3,0.0,0.0,0.0,0.01
king,3,0.0,0.0,0.0,0.01
lines,3,0.0,0.0,0.0,0.01
article,3,0.0,0.0,0.0,0.01
beats,3,0.0,0.0,0.0,0.01
boss,3,0.01,0.0,0.0,0.01
daughter,3,0.0,0.0,0.0,0.0
returning,3,0.0,0.0,0.0,0.0
culture,3,0.0,0.0,0.0,0.0
track,3,0.01,0.0,0.0,0.01
11,3,0.01,0.01,0.0,0.03
safely,3,0.0,0.0,0.0,0.0
angela,3,0.01,0.01,0.0,0.02
enforcement,3,0.0,0.0,0.0,0.01
sheep,3,0.0,0.0,0.0,0.01
sharon,3,0.0,0.0,0.0,0.0
prevented,3,0.0,0.0,0.0,0.0
axis,3,0.01,0.01,0.0,0.02
offensive,3,0.01,0.0,0.0,0.01
1957,3,0.0,0.0,0.0,0.0
commands,3,0.0,0.0,0.0,0.01
shooter,3,0.0,0.0,0.0,0.0
cockpit,3,0.0,0.0,0.0,0.0
bronze,3,0.0,0.0,0.0,0.0
station,3,0.0,0.0,0.0,0.0
saying,3,0.0,0.0,0.0,0.0
expensive,3,0.01,0.0,0.0,0.01
clean,3,0.01,0.01,0.0,0.02
miss,3,0.01,0.0,0.0,0.01
dating,3,0.0,0.0,0.0,0.0
vegas,3,0.0,0.0,0.0,0.0
hood,3,0.16,0.16,0.0,0.47
sleeping,3,0.01,0.01,0.0,0.03
dried,3,0.0,0.0,0.0,0.01
avenge,3,0.0,0.0,0.0,0.0
glasses,3,0.01,0.01,0.0,0.04
emergency,3,0.0,0.0,0.0,0.0
wilderness,3,0.01,0.01,0.0,0.02
tilted,3,0.0,0.0,0.0,0.0
brief,3,0.0,0.0,0.0,0.0
releasing,3,0.0,0.0,0.0,0.0
showed,3,0.0,0.0,0.0,0.0
artists,3,0.0,0.0,0.0,0.01
shawn,3,0.0,0.0,0.0,0.0
steven,3,0.0,0.0,0.0,0.0
batman,3,0.0,0.0,0.0,0.0
accounts,3,0.0,0.0,0.0,0.0
maggie,3,0.0,0.0,0.0,0.0
gains,3,0.0,0.0,0.0,0.0
angels,3,0.01,0.0,0.0,0.01
bugs,3,0.0,0.0,0.0,0.01
explosive,3,0.0,0.0,0.0,0.01
authorities,3,0.0,0.0,0.0,0.0
flexible,3,0.03,0.03,0.0,0.09
autumn,3,0.0,0.0,0.0,0.0
brushes,3,0.01,0.01,0.0,0.03
coloured,3,0.01,0.01,0.0,0.03
origin,3,0.01,0.01,0.0,0.02
thomas,3,0.0,0.0,0.0,0.01
forms,3,0.0,0.0,0.0,0.01
ended,3,0.01,0.0,0.0,0.01
paste,3,0.02,0.02,0.0,0.06
medicine,3,0.0,0.0,0.0,0.0
vessel,3,0.0,0.0,0.0,0.0
lisa,3,0.0,0.0,0.0,0.01
cave,3,0.0,0.0,0.0,0.0
disguised,3,0.0,0.0,0.0,0.0
surprised,3,0.0,0.0,0.0,0.0
governor,3,0.0,0.0,0.0,0.0
companies,3,0.01,0.01,0.0,0.02
return,3,0.0,0.0,0.0,0.0
look,3,0.0,0.0,0.0,0.01
themselves,3,0.0,0.0,0.0,0.0
directed,3,0.01,0.0,0.0,0.01
1982,3,0.01,0.01,0.0,0.02
songs,3,0.0,0.0,0.0,0.01
decide,3,0.0,0.0,0.0,0.0
college,3,0.0,0.0,0.0,0.0
consider,3,0.0,0.0,0.0,0.0
fury,3,0.0,0.0,0.0,0.01
lightning,3,0.01,0.0,0.0,0.01
tough,3,0.01,0.01,0.0,0.01
italian,3,0.0,0.0,0.0,0.01
dancing,3,0.0,0.0,0.0,0.01
maintained,3,0.0,0.0,0.0,0.0
sentences,3,0.0,0.0,0.0,0.0
chopper,3,0.01,0.0,0.0,0.01
distortion,3,0.0,0.0,0.0,0.0
missions,3,0.0,0.0,0.0,0.0
powerful,3,0.0,0.0,0.0,0.0
entitled,3,0.0,0.0,0.0,0.0
lights,3,0.01,0.01,0.0,0.01
gradually,3,0.0,0.0,0.0,0.01
conjunction,3,0.0,0.0,0.0,0.01
naked,3,0.0,0.0,0.0,0.0
accomplished,3,0.0,0.0,0.0,0.0
firmly,3,0.01,0.01,0.0,0.03
bobby,3,0.0,0.0,0.0,0.0
louis,3,0.01,0.01,0.0,0.02
edward,3,0.0,0.0,0.0,0.0
collar,3,0.0,0.0,0.0,0.01
portable,3,0.01,0.01,0.0,0.03
suggestion,3,0.0,0.0,0.0,0.0
empty,3,0.0,0.0,0.0,0.0
service,3,0.0,0.0,0.0,0.0
hour,3,0.01,0.01,0.0,0.01
measuring,3,0.01,0.0,0.0,0.01
bond,3,0.0,0.0,0.0,0.0
christmas,3,0.0,0.0,0.0,0.0
receives,3,0.01,0.01,0.0,0.02
reputation,3,0.0,0.0,0.0,0.01
1978,3,0.0,0.0,0.0,0.01
element,3,0.01,0.01,0.0,0.02
mysterious,3,0.0,0.0,0.0,0.01
robbing,3,0.0,0.0,0.0,0.0
practiced,3,0.0,0.0,0.0,0.0
warn,3,0.0,0.0,0.0,0.01
pliers,3,0.0,0.0,0.0,0.01
sneak,3,0.0,0.0,0.0,0.0
committing,3,0.0,0.0,0.0,0.0
exhibitions,3,0.0,0.0,0.0,0.0
given,3,0.0,0.0,0.0,0.01
finding,3,0.0,0.0,0.0,0.0
source,3,0.01,0.01,0.0,0.02
noticed,3,0.0,0.0,0.0,0.01
measure,3,0.0,0.0,0.0,0.01
product,3,0.01,0.01,0.0,0.03
compilation,3,0.0,0.0,0.0,0.01
fifteen,3,0.0,0.0,0.0,0.0
enchanted,3,0.01,0.01,0.0,0.01
numbered,3,0.0,0.0,0.0,0.0
chin,3,0.0,0.0,0.0,0.0
li,3,0.0,0.0,0.0,0.0
intentionally,3,0.0,0.0,0.0,0.0
hat,3,0.0,0.0,0.0,0.0
repeated,3,0.0,0.0,0.0,0.0
max,3,0.0,0.0,0.0,0.0
differs,3,0.0,0.0,0.0,0.0
friction,3,0.01,0.01,0.0,0.01
describing,3,0.0,0.0,0.0,0.01
keeping,3,0.0,0.0,0.0,0.0
resting,3,0.0,0.0,0.0,0.0
involving,3,0.0,0.0,0.0,0.01
tour,3,0.02,0.01,0.0,0.04
rarely,3,0.0,0.0,0.0,0.0
raising,3,0.0,0.0,0.0,0.0
gone,3,0.0,0.0,0.0,0.0
numerous,3,0.0,0.0,0.0,0.0
pilots,3,0.0,0.0,0.0,0.0
sexual,3,0.0,0.0,0.0,0.0
syracuse,3,0.01,0.01,0.0,0.02
crimes,3,0.0,0.0,0.0,0.0
situations,3,0.0,0.0,0.0,0.0
dumped,3,0.0,0.0,0.0,0.0
regiment,3,0.0,0.0,0.0,0.01
sporting,3,0.01,0.0,0.0,0.01
cigarette,3,0.0,0.0,0.0,0.01
panic,3,0.0,0.0,0.0,0.0
functionality,3,0.0,0.0,0.0,0.0
talks,3,0.0,0.0,0.0,0.0
rotates,3,0.01,0.01,0.0,0.01
cove,3,0.0,0.0,0.0,0.0
fantasy,3,0.0,0.0,0.0,0.0
1958,3,0.0,0.0,0.0,0.01
captured,3,0.0,0.0,0.0,0.0
comedy,3,0.01,0.01,0.0,0.02
ben,3,0.0,0.0,0.0,0.0
latin,3,0.03,0.02,0.0,0.07
polish,3,0.0,0.0,0.0,0.01
everyone,3,0.0,0.0,0.0,0.01
pop,3,0.0,0.0,0.0,0.01
nothing,3,0.0,0.0,0.0,0.0
saving,3,0.0,0.0,0.0,0.01
boxer,3,0.0,0.0,0.0,0.0
ensures,3,0.0,0.0,0.0,0.0
friday,3,0.0,0.0,0.0,0.0
caroline,3,0.0,0.0,0.0,0.0
flashback,3,0.01,0.01,0.0,0.03
raven,3,0.0,0.0,0.0,0.01
descriptions,3,0.0,0.0,0.0,0.0
waited,3,0.0,0.0,0.0,0.0
loved,3,0.0,0.0,0.0,0.0
informal,3,0.0,0.0,0.0,0.01
reluctantly,3,0.0,0.0,0.0,0.0
seek,3,0.0,0.0,0.0,0.0
whom,3,0.0,0.0,0.0,0.0
regarded,3,0.0,0.0,0.0,0.0
19,3,0.01,0.01,0.0,0.01
pushing,3,0.0,0.0,0.0,0.0
displayed,3,0.0,0.0,0.0,0.01
whether,3,0.0,0.0,0.0,0.0
met,3,0.0,0.0,0.0,0.01
want,3,0.0,0.0,0.0,0.0
subsequent,3,0.0,0.0,0.0,0.0
level,3,0.0,0.0,0.0,0.0
patented,3,0.0,0.0,0.0,0.01
resemble,3,0.0,0.0,0.0,0.0
bible,3,0.0,0.0,0.0,0.0
packages,3,0.0,0.0,0.0,0.0
lakes,3,0.01,0.0,0.0,0.01
recovers,3,0.0,0.0,0.0,0.0
bid,3,0.01,0.01,0.0,0.02
permit,3,0.0,0.0,0.0,0.0
retreat,3,0.0,0.0,0.0,0.0
playable,3,0.0,0.0,0.0,0.0
recall,3,0.0,0.0,0.0,0.0
riot,3,0.0,0.0,0.0,0.0
moreover,3,0.0,0.0,0.0,0.0
examined,3,0.0,0.0,0.0,0.0
remixes,3,0.0,0.0,0.0,0.0
furious,3,0.0,0.0,0.0,0.0
according,3,0.0,0.0,0.0,0.01
guided,3,0.02,0.02,0.0,0.06
rotated,3,0.01,0.01,0.0,0.01
springs,3,0.01,0.01,0.0,0.01
climbing,3,0.0,0.0,0.0,0.0
rescue,3,0.0,0.0,0.0,0.0
teach,3,0.0,0.0,0.0,0.0
memorial,3,0.0,0.0,0.0,0.01
vertically,3,0.01,0.01,0.0,0.01
