,context,n_concepts,mean_tfidf,mean_diff,evidence
0,tradition,11,0.0,0.0,-
1,rest,11,0.0,0.0,-
2,offerings,10,0.0,0.0,-
3,contrast,10,0.0,0.0,-
4,preserved,10,0.0,0.0,-
5,our,10,0.01,0.0,-
6,till,10,0.0,0.0,-
7,members,10,0.0,0.0,-
8,true,10,0.0,0.0,-
9,since,10,0.01,0.0,-
10,pond,10,0.0,0.0,-
11,partially,10,0.0,0.0,-
12,ordinary,10,0.0,0.0,-
13,wide,10,0.01,0.0,-
14,letting,10,0.0,0.0,-
15,subsequently,10,0.0,0.0,-
16,starting,10,0.0,0.0,-
17,carved,10,0.0,0.0,-
18,quickly,10,0.0,0.0,-
19,respectively,10,0.0,0.0,-
20,round,8,0.01,0.01,-
