,context,n_concepts,mean_tfidf,mean_diff,evidence
0,related,5,0.01,0.01,-
1,dangerous,5,0.01,0.01,-
2,considerably,5,0.0,0.0,-
3,exposed,5,0.01,0.01,-
4,yet,5,0.0,0.0,-
5,due,5,0.01,0.0,-
6,have,5,0.01,0.0,-
7,more,5,0.01,0.0,-
8,000,5,0.02,0.01,-
9,investigated,5,0.01,0.01,-
10,those,5,0.01,0.0,-
11,other,5,0.01,0.0,-
12,especially,4,0.01,0.01,-
13,recognize,4,0.0,0.0,-
14,subsequent,4,0.0,0.0,-
15,experienced,4,0.0,0.0,-
16,restrictions,4,0.0,0.0,-
17,count,4,0.01,0.0,-
18,epidemic,4,0.04,0.04,-
19,numerous,4,0.0,0.0,-
20,dangerous,5,0.01,0.01,-
