,context,n_concepts,mean_tfidf,mean_diff,evidence
0,included,38,0.0,0.0,-
1,cross,35,0.01,0.0,-
2,three,35,0.01,0.01,-
3,multi,34,0.01,0.0,-
4,notable,34,0.0,0.0,-
5,extensively,34,0.0,0.0,-
6,since,33,0.0,0.0,-
7,red,33,0.03,0.02,-
8,home,33,0.01,0.0,-
9,its,33,0.01,0.0,-
10,multiple,33,0.0,0.0,-
11,then,33,0.01,0.0,-
12,members,32,0.0,0.0,-
13,american,32,0.01,0.01,-
14,suggested,32,0.0,0.0,-
15,upon,32,0.0,0.0,-
16,columbia,32,0.0,0.0,-
17,plus,32,0.0,0.0,-
18,seven,32,0.0,0.0,-
19,in,32,0.03,0.01,-
20,red,33,0.03,0.02,-
