,weapon,vegetable,cutlery,mammal,animal,no-cat,tool,bird,all,communication,relation,used_in_cooking,object,food,plant,measure,vehicle,mean
carrot,0.0,0.019950066002558296,0.0,0.0,0.0,0.0,0.0,0.0,0.012898320956273631,0.0,0.0,0.0,0.012862001645801027,0.01639327289960721,0.019950066002558296,0.0,0.0,0.004826689853341086
asparagus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,0.0,0.019830165739855,0.0,0.0,0.0,0.0,0.0,0.0,0.011747803780041777,0.0,0.0,0.0,0.011708790855993238,0.01807915096961905,0.019830165739855,0.0,0.0,0.004776239828550827
vegetable,0.0,0.016065551905747915,0.0,0.0,0.0,0.0,0.0,0.0,0.011129984270513869,0.0,0.0,0.0,0.011098931623463695,0.013076831619143879,0.016065551905747915,0.0,0.0,0.003966873607330427
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onion,0.0,0.020417205451300977,0.0,0.0,0.0,0.0,0.0,0.0,0.011332000924091134,0.0,0.0,0.0,0.011287275763359032,0.016832719914587724,0.020417205451300977,0.0,0.0,0.004722729853214108
cauliflower,0.0,0.004694819975365406,0.0,0.0,0.0,0.0,0.0,0.0,0.002694413148354229,0.0,0.0,0.0,0.002684674811721126,0.004009387818263597,0.004694819975365406,0.0,0.0,0.0011045950428864566
pimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,0.0,0.004836169498600563,0.0,0.0,0.0,0.0,0.0,0.0,0.0027213046847860203,0.0,0.0,0.0,0.0027110152566894663,0.004002966194581601,0.0,0.0,0.0,0.0008394973902739795
potato,0.0,0.005693879315224706,0.0,0.0,0.0,0.0,0.0,0.0,0.003905854777962978,0.0,0.0,0.0,0.0038950005864736206,0.0050735464718682155,0.005693879315224706,0.0,0.0,0.0014271859098090721
bean,0.0,0.004614130607799391,0.0,0.0,0.0,0.004700963482422245,0.0,0.0,0.002852293807581979,0.0,0.0,0.0,0.0028440031384486517,0.0037234476402990967,0.004614130607799391,0.0,0.0,0.0013734687814323974
pigweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fork,0.0,0.0,0.00039867333321716176,0.0,0.0,0.0,0.00035672641328883043,0.0,0.00034773715687329325,0.0,0.0,0.0,0.0003471846279712089,0.0,0.0,0.0,0.0,8.531303125591143e-05
tablespoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cleaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutlery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slicer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutter,0.0,0.0,0.0008846897515813381,0.0,0.0,0.0,0.0008334003641716372,0.0,0.0008286875681948339,0.0,0.0,0.0,0.0008268070157191478,0.0,0.0,0.0,0.0008327154542207231,0.00024742942081692234
parer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pickaxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jackknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mattock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
switchblade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penknife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipper,0.0,0.0,0.005210825319923048,0.0,0.0,0.0,0.004623439950115884,0.0,0.0026772763358212494,0.0,0.0,0.0,0.002905061786622237,0.0,0.0,0.0,0.004124015880347673,0.0011494481925194173
axe,0.0,0.0,0.0006852199647282488,0.0,0.0,0.0,0.0005792227672727417,0.0,0.00028983473411865334,0.0,0.0,0.0,0.0003147940117170702,0.0,0.0,0.0,0.0,0.00010994538104921847
sickle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scythe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lancet,0.0,0.0,0.001354306551550105,0.0,0.0,0.0,0.001196809586547562,0.0,0.0007731842140692192,0.0,0.0,0.0,0.0008374561941237407,0.0,0.0,0.0,0.0,0.00024480920860533095
chisel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalpel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0,0.002141563630164484,0.0,0.0,0.0,0.001988055163146181,0.0,0.001108133206057278,0.0,0.0,0.0,0.0012195711869575463,0.0,0.0,0.0,0.00169814107451356,0.00047973319181406174
shaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beef,0.0,0.0,0.0,0.009612660059499175,0.007468555679341157,0.0,0.0,0.0,0.007438388258255254,0.0,0.0,0.0,0.007413142766231665,0.010287504703356168,0.0,0.0,0.0,0.002483544203922554
drill,0.0,0.0,0.0,0.001767884375486678,0.0015897113588496676,0.0,0.0020273630002282934,0.0,0.0011827371874568993,0.0,0.0,0.0,0.0013052145471948592,0.0,0.0,0.0,0.0,0.000463112380542141
mussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scallop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bass,0.0,0.0,0.0,0.0,0.0008449169362042239,0.0010728111598455284,0.0,0.0,0.0009061736740088569,0.0008607332707672289,0.0,0.0,0.0009049778049463061,0.0009919315850751855,0.0,0.0,0.0,0.00032832614299101935
lobster,0.0,0.0,0.0,0.0,0.0027034002146415306,0.0,0.0,0.0,0.002570739976132685,0.0,0.0,0.0,0.002561812986606387,0.0037809892338146094,0.0,0.0,0.0,0.0006833495535997183
chicken,0.0,0.0,0.0,0.0,0.009985950104620804,0.0,0.0,0.010952093722529012,0.00941417428808362,0.0,0.0,0.0,0.009385440029813898,0.013610101385188974,0.0,0.0,0.0,0.0031381035017786062
shrimp,0.0,0.0,0.0,0.0,0.008497237749880222,0.0,0.0,0.0,0.00811754905311383,0.0,0.0,0.0,0.008088631592916737,0.012484573232107075,0.0,0.0,0.0,0.0021875289192951684
beetle,0.0,0.0,0.0,0.0,4.5710397561670136e-05,0.0,4.741141186706289e-05,0.0,2.3917500508187726e-05,0.0,0.0,0.0,2.6046173186406843e-05,0.0,0.0,0.0,0.0,8.416793124901623e-06
grasshopper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canary,0.0,0.0,0.0,0.0,0.0007461690341939758,0.0,0.0,0.000774596536529833,0.0004702399921541921,0.0,0.0,0.0,0.0005125913860425085,0.0,0.0,0.0,0.0,0.00014727040876002997
sparrow,0.0,0.0,0.0,0.0,0.0008774578361996686,0.0,0.0,0.0011102961856798656,0.0006383685590905316,0.0,0.0,0.0,0.0006860045940874013,0.0,0.0,0.0,0.0,0.00019483101029749806
almond,0.0,0.0,0.0,0.0,0.0,0.0047919498591115104,0.0,0.0,0.0033234094115364154,0.0,0.0,0.0,0.003320977499425905,0.0,0.004688425820715848,0.0,0.0,0.00094851544651704
pineapple,0.0,0.0,0.0,0.0,0.0,0.005284744893754582,0.0,0.0,0.0033599310075976435,0.0,0.0,0.0,0.0033494400875706855,0.004562796195006925,0.005253487327975472,0.0,0.0,0.0012829646771709005
coconut,0.0,0.0,0.0,0.0,0.0,0.01836112809937434,0.0,0.0,0.012524752571472317,0.0,0.0,0.0,0.01249286871303986,0.016316220980086935,0.018278348904926422,0.0,0.0,0.004586665839347051
sapodilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn,0.0,0.0,0.0,0.0,0.0,0.008302059515582976,0.0,0.0,0.0053307771559045385,0.0,0.006620923302121352,0.0,0.005315312812119686,0.006782672740022507,0.008206988710828261,0.0,0.0,0.002385807896269372
lime,0.0,0.0,0.0,0.0,0.0,0.0034925375027048426,0.0,0.0,0.0022033531092957854,0.0,0.0027857214973744508,0.0,0.0021971953165618166,0.0028838048240304357,0.00346256007880444,0.0,0.0,0.001001480725221869
pounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pestle,0.0,0.0,0.0,0.0,0.0,0.0,0.00318652644373802,0.0,0.0030371441191360277,0.0,0.0,0.0,0.0030321366773515207,0.0,0.0,0.0,0.0,0.0005444592494250335
spatula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opener,0.0,0.0,0.0,0.0,0.0,0.0,0.0009228916200238446,0.0,0.0009339402883298714,0.0,0.0,0.0,0.0009330496860990263,0.0,0.0,0.0,0.0,0.0001641106820266319
corkscrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stylus,0.0,0.0,0.0,0.0,0.0,0.0,0.0028693918097019355,0.0,0.0018431972209764422,0.0,0.0,0.0,0.0019630609205706705,0.0,0.0,0.0,0.0,0.00039268529124994407
hacksaw,0.0,0.0,0.0,0.0,0.0,0.0,0.005825154809236961,0.0,0.0029888345701936945,0.0,0.0,0.0,0.00328492529044172,0.0,0.0,0.0,0.0,0.0007117008629336691
bur,0.0,0.0,0.0,0.0,0.0,0.0,0.003909222604837157,0.0,0.0024840857686802237,0.0,0.0,0.0,0.002674152294244753,0.0,0.0,0.0,0.0,0.0005333800392801254
hammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0014338385120839436,0.0,0.0008526368325401751,0.0,0.0,0.0,0.000940832733840367,0.0,0.0,0.0,0.0,0.0001898416516743815
scraper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gang,0.0,0.0,0.0,0.0,0.0,0.0,0.0023971418518791325,0.0,0.0015454366626237502,0.0,0.0,0.0,0.0016843350214686957,0.0,0.0,0.0,0.0,0.0003309949138806811
stamper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pincer,0.0,0.0,0.0,0.0,0.0,0.0,0.021888594889182853,0.0,0.016299969087659016,0.0,0.0,0.0,0.017586850406535362,0.0,0.0,0.0,0.0,0.0032809067284339547
mallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoe,0.0,0.0,0.0,0.0,0.0,0.0,0.006065436063722775,0.0,0.004323348111739487,0.0,0.0,0.0,0.004608545667417155,0.0,0.0,0.0,0.0,0.0008821958731105539
clincher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screwdriver,0.0,0.0,0.0,0.0,0.0,0.0,0.003110020646063617,0.0,0.0020074057321018976,0.0,0.002450062313403607,0.0,0.002168926994931413,0.0018707761397369015,0.0,0.0,0.0,0.0006827759897786728
stamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0011202886788296883,0.0,0.000577175771772243,0.001341674222229625,0.000856833529731859,0.0,0.0005941063682424747,0.0,0.0,0.0009884323471083473,0.0,0.0003222653481126022
router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
straightedge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.0,0.0,0.0,0.0,0.0,0.003556838990456627,0.0,0.002118438285769951,0.003817653799317671,0.0,0.0,0.0023061897589011565,0.0,0.0,0.0,0.0,0.000694065931437965
trowel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chainsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0022739012675113413,0.0,0.0014514144347908494,0.0,0.0,0.0,0.0016194136830352981,0.0,0.0,0.0,0.0,0.0003143958461963229
spade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pallet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mower,0.0,0.0,0.0,0.0,0.0,0.0,0.00220748620050165,0.0,0.0013673696355936144,0.0,0.0,0.0,0.0014824422601974194,0.0,0.0,0.0,0.0,0.00029748812331133434
grappler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bevel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plough,0.0,0.0,0.0,0.0,0.0,0.0,0.009489895249952245,0.0,0.005752768150076691,0.0,0.0,0.0,0.006261344485999457,0.0,0.0,0.0,0.0,0.0012649416403546112
planer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ripsaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pitchfork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burr,0.0,0.0,0.0,0.0,0.0,0.0,0.0021319993079181657,0.0,0.0012716906882494837,0.0,0.0,0.0,0.0013708246890818338,0.0,0.0,0.0,0.0,0.00028085380501467543
cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003196652216082868,0.0,0.0,0.0,0.003190871650955782,0.003263437309625123,0.0,0.0,0.0,0.0005677035986272808
blender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01290876148467501,0.0,0.0,0.0,0.012878729763670372,0.0,0.0,0.0,0.0,0.0015169112499026694
bacon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005461148137544331,0.0,0.0,0.0,0.0,0.006044185031780688,0.0,0.0,0.0,0.0006767843040779422
pastry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005931978051397439,0.0,0.0,0.0,0.0,0.007347424776843074,0.0,0.0,0.0,0.0007811413428376773
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05898930822407156,0.0,0.0,0.0,0.05880068140063857,0.0623751378076522,0.0,0.0,0.0,0.010597948672491902
soup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025614026042071768,0.0,0.03122448428506554,0.0,0.0,0.033851906394237484,0.0,0.0,0.0,0.005334730395374987
gravy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013211472495914972,0.0,0.0,0.0,0.0,0.017670799783563663,0.0,0.0,0.0,0.0018166042517340376
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027175180646485052,0.0,0.0,0.0,0.0027138377157663656,0.002554764241569481,0.0,0.0,0.0,0.0004697717659990795
pasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016685390408946323,0.0,0.0,0.0,0.0,0.02262571422245553,0.0,0.0,0.0,0.0023124179194942266
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019182726311691486,0.0,0.0,0.0,0.01912193940828162,0.0,0.0,0.0,0.0,0.0022532156305866535
taco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017106595109399217,0.0,0.0,0.0,0.0017094167221629554,0.0017564333210398715,0.0,0.0,0.0,0.00030450056200839693
cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008781184585757752,0.0,0.0,0.0,0.008754735030307506,0.01143076582874299,0.013677120225408082,0.0,0.0,0.002508459157071549
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01972384732397488,0.0,0.0,0.0,0.0,0.030898828592982902,0.0,0.0,0.0,0.0029778044657033987
spiciness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014578900439306085,0.0,0.0,0.0,0.01453699031042168,0.0,0.0,0.0,0.0,0.001712699455866339
flatbread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026248631150226638,0.0,0.0,0.0,0.0,0.025787288692281356,0.0,0.0,0.0,0.0030609364613239996
apron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01229032563622149,0.0,0.0,0.0,0.012263775136373042,0.0,0.0,0.0,0.0,0.001444358868976149
garlic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006252792747614746,0.0,0.0,0.0,0.006232426713198781,0.009321199901070496,0.011704236259361811,0.0,0.0,0.0019712150365438726
rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014015982436230133,0.0,0.0,0.0,0.01397782442215094,0.01797374485715026,0.020875016521037217,0.0,0.0,0.00393191577862168
sausage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010489061404546458,0.0,0.0,0.0,0.010451988148691641,0.014813651777779185,0.0,0.0,0.011583402315848538,0.0027845943321685774
mayonnaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019708249457206107,0.0,0.0,0.0,0.0,0.0298886856909495,0.0,0.0,0.0,0.002917466773420918
steak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012777135371460843,0.0,0.0,0.0,0.0,0.01834948228427507,0.0,0.0,0.0,0.001830977509160936
chorizo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03595463777512154,0.0,0.0,0.0,0.0,0.047836788918601145,0.0,0.04503626458880038,0.0,0.00757809948720724
flour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01736424399660845,0.0,0.0,0.0,0.0,0.018784891235792876,0.0,0.0,0.0,0.0021264197195530192
marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036092159056720155,0.0,0.0,0.0,0.0,0.037406564753328014,0.0,0.0,0.0,0.00432345434176754
confit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05968556148417787,0.0,0.0,0.0,0.0,0.07703400607871953,0.0,0.0,0.0,0.008042327503699848
meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01854918015880641,0.0,0.0,0.0,0.0184951720143854,0.0240264193562723,0.0,0.0,0.0,0.0035923983252625948
condiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03040900049481647,0.0,0.0,0.0,0.0,0.041394055960465075,0.0,0.0,0.0,0.004223709203251855
