,context,n_concepts,mean_tfidf,mean_diff,evidence
0,cabbage,8,0.07,0.05,-
1,watermelon,8,0.01,0.01,-
2,agriculture,8,0.01,0.01,-
3,domesticated,8,0.01,0.0,-
4,grows,8,0.01,0.01,-
5,sunflower,8,0.01,0.01,-
6,grow,8,0.01,0.01,-
7,soil,8,0.01,0.0,-
8,farming,8,0.02,0.02,-
9,farmer,8,0.01,0.01,-
10,cotton,8,0.01,0.01,-
11,seed,8,0.03,0.03,-
12,important,8,0.0,0.0,-
13,fields,8,0.01,0.01,-
14,agricultural,8,0.01,0.01,-
15,via,8,0.0,0.0,-
16,host,8,0.0,0.0,-
17,significant,8,0.0,0.0,-
18,farmers,8,0.01,0.01,-
19,cauliflower,8,0.04,0.04,-
20,round,4,0.0,0.0,-
