context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
fish,12,0.06,0.06,0.01,0.17
fishing,11,0.06,0.06,0.01,0.15
catch,11,0.02,0.01,0.0,0.04
fried,11,0.08,0.08,0.0,0.6
cold,11,0.01,0.0,0.0,0.01
popular,11,0.01,0.0,0.0,0.01
reach,11,0.0,0.0,0.0,0.02
salmon,10,0.12,0.12,0.0,0.44
crab,10,0.02,0.02,0.0,0.09
deep,10,0.01,0.01,0.0,0.04
commercially,10,0.01,0.01,0.0,0.08
catching,10,0.01,0.01,0.0,0.03
waters,10,0.01,0.01,0.0,0.04
shore,10,0.01,0.0,0.0,0.01
local,10,0.01,0.0,0.0,0.02
family,10,0.01,0.0,0.0,0.02
spring,10,0.01,0.0,0.0,0.01
atlantic,10,0.03,0.03,0.0,0.12
also,9,0.01,0.0,0.01,0.02
food,9,0.01,0.01,0.0,0.03
name,9,0.01,0.0,0.0,0.01
include,9,0.01,0.0,0.0,0.02
dish,9,0.03,0.03,0.0,0.11
trout,9,0.16,0.16,0.0,0.48
guests,9,0.0,0.0,0.0,0.01
decline,9,0.01,0.0,0.0,0.01
chicken,9,0.07,0.07,0.01,0.3
managed,9,0.01,0.01,0.0,0.04
caught,9,0.02,0.01,0.0,0.05
island,9,0.01,0.0,0.0,0.02
then,9,0.01,0.0,0.0,0.01
native,9,0.01,0.01,0.0,0.02
sea,9,0.02,0.02,0.0,0.04
are,9,0.01,0.01,0.01,0.02
annually,9,0.0,0.0,0.0,0.01
dishes,9,0.02,0.02,0.0,0.09
nearby,9,0.0,0.0,0.0,0.01
harvested,9,0.01,0.01,0.0,0.02
commonly,9,0.01,0.0,0.0,0.01
cooked,9,0.02,0.01,0.0,0.07
frozen,9,0.01,0.01,0.0,0.04
months,9,0.0,0.0,0.0,0.01
varied,9,0.0,0.0,0.0,0.01
dominated,9,0.0,0.0,0.0,0.01
scotland,9,0.01,0.01,0.0,0.03
eaten,9,0.01,0.01,0.0,0.03
fed,9,0.01,0.0,0.0,0.02
some,9,0.01,0.0,0.0,0.01
islands,9,0.01,0.0,0.0,0.02
fishery,8,0.09,0.09,0.0,0.34
rainbow,8,0.1,0.1,0.0,0.57
fisheries,8,0.05,0.05,0.0,0.09
industry,8,0.01,0.01,0.0,0.03
products,8,0.01,0.01,0.0,0.03
fishermen,8,0.02,0.02,0.0,0.03
lake,8,0.03,0.03,0.01,0.08
dried,8,0.07,0.07,0.0,0.46
eat,8,0.01,0.01,0.0,0.03
which,8,0.01,0.0,0.01,0.02
marina,8,0.0,0.0,0.0,0.01
pork,8,0.04,0.04,0.0,0.25
industries,8,0.0,0.0,0.0,0.01
catfish,8,0.03,0.03,0.0,0.13
sizes,8,0.0,0.0,0.0,0.01
taste,8,0.01,0.01,0.0,0.01
olive,8,0.01,0.01,0.0,0.06
beside,8,0.0,0.0,0.0,0.01
northwest,8,0.0,0.0,0.0,0.01
attract,8,0.0,0.0,0.0,0.01
fresh,8,0.02,0.01,0.01,0.05
prefer,8,0.0,0.0,0.0,0.01
zealand,8,0.01,0.0,0.0,0.01
feed,8,0.01,0.01,0.0,0.03
rarely,8,0.0,0.0,0.0,0.01
coast,8,0.01,0.01,0.0,0.01
producer,8,0.01,0.0,0.0,0.01
grow,8,0.01,0.0,0.0,0.02
traditional,8,0.01,0.0,0.0,0.02
such,8,0.01,0.01,0.01,0.02
cod,8,0.25,0.25,0.0,0.61
fly,8,0.01,0.0,0.0,0.02
eggs,8,0.04,0.04,0.01,0.09
winter,8,0.01,0.01,0.0,0.07
recreation,8,0.0,0.0,0.0,0.01
good,8,0.0,0.0,0.0,0.01
warm,8,0.01,0.0,0.0,0.03
sport,8,0.01,0.0,0.0,0.02
soup,8,0.04,0.04,0.0,0.23
smaller,8,0.01,0.01,0.0,0.03
summer,8,0.01,0.01,0.0,0.05
pounds,8,0.0,0.0,0.0,0.01
highly,8,0.0,0.0,0.0,0.01
prairie,8,0.01,0.01,0.0,0.04
tasmanian,8,0.0,0.0,0.0,0.01
waterfowl,8,0.01,0.01,0.0,0.03
trips,8,0.01,0.01,0.0,0.03
vegetables,8,0.01,0.01,0.0,0.06
sauce,8,0.02,0.02,0.0,0.06
depending,8,0.01,0.01,0.0,0.03
north,8,0.01,0.0,0.01,0.02
beef,8,0.04,0.04,0.01,0.26
decades,8,0.01,0.0,0.0,0.03
1977,8,0.0,0.0,0.0,0.01
december,8,0.0,0.0,0.0,0.01
king,8,0.01,0.01,0.0,0.02
low,8,0.01,0.0,0.0,0.02
many,8,0.01,0.0,0.0,0.02
last,8,0.01,0.0,0.0,0.02
again,8,0.0,0.0,0.0,0.02
production,8,0.01,0.01,0.0,0.04
freshwater,7,0.03,0.03,0.0,0.11
tonnes,7,0.01,0.01,0.0,0.05
pacific,7,0.04,0.04,0.0,0.15
california,7,0.02,0.02,0.0,0.06
abundance,7,0.01,0.01,0.0,0.03
cuisine,7,0.02,0.01,0.0,0.05
processed,7,0.01,0.01,0.0,0.03
along,7,0.01,0.0,0.0,0.02
catches,7,0.02,0.02,0.0,0.04
restaurant,7,0.01,0.01,0.0,0.04
duck,7,0.08,0.08,0.0,0.38
for,7,0.01,0.0,0.01,0.02
population,7,0.01,0.01,0.0,0.04
middle,7,0.01,0.01,0.0,0.02
followed,7,0.0,0.0,0.0,0.02
today,7,0.01,0.0,0.0,0.01
large,7,0.01,0.01,0.01,0.02
area,7,0.01,0.01,0.0,0.02
by,7,0.01,0.0,0.01,0.02
peninsula,7,0.01,0.0,0.0,0.01
cheese,7,0.01,0.01,0.0,0.03
window,7,0.0,0.0,0.0,0.01
1940s,7,0.0,0.0,0.0,0.01
readily,7,0.01,0.01,0.0,0.03
kinds,7,0.0,0.0,0.0,0.01
industrial,7,0.0,0.0,0.0,0.01
beach,7,0.0,0.0,0.0,0.01
commercial,7,0.02,0.01,0.0,0.04
popularity,7,0.0,0.0,0.0,0.01
striped,7,0.02,0.02,0.0,0.08
1950s,7,0.0,0.0,0.0,0.01
plant,7,0.0,0.0,0.0,0.01
closed,7,0.0,0.0,0.0,0.01
meanwhile,7,0.01,0.01,0.0,0.02
tend,7,0.01,0.0,0.0,0.02
successful,7,0.0,0.0,0.0,0.01
noted,7,0.0,0.0,0.0,0.01
period,7,0.0,0.0,0.0,0.01
names,7,0.0,0.0,0.0,0.01
main,7,0.0,0.0,0.0,0.01
april,7,0.01,0.0,0.0,0.01
mainly,7,0.01,0.0,0.0,0.01
much,7,0.01,0.0,0.0,0.01
included,7,0.0,0.0,0.0,0.01
same,7,0.01,0.0,0.0,0.01
water,7,0.01,0.01,0.01,0.01
several,7,0.0,0.0,0.0,0.01
its,7,0.01,0.0,0.01,0.02
reservoir,7,0.01,0.0,0.0,0.01
creeks,7,0.0,0.0,0.0,0.01
flies,7,0.01,0.0,0.0,0.01
yellow,7,0.02,0.01,0.0,0.07
plentiful,7,0.01,0.01,0.0,0.01
ducks,7,0.03,0.02,0.0,0.09
numerous,7,0.0,0.0,0.0,0.0
recent,7,0.0,0.0,0.0,0.0
branch,7,0.0,0.0,0.0,0.01
occasional,7,0.0,0.0,0.0,0.01
southwest,7,0.0,0.0,0.0,0.01
dominant,7,0.0,0.0,0.0,0.0
locations,7,0.0,0.0,0.0,0.0
reef,7,0.0,0.0,0.0,0.01
cedar,7,0.0,0.0,0.0,0.01
unincorporated,7,0.0,0.0,0.0,0.01
foods,7,0.01,0.01,0.0,0.02
1960s,7,0.0,0.0,0.0,0.0
rogers,7,0.0,0.0,0.0,0.0
chain,7,0.07,0.07,0.0,0.44
angeles,7,0.0,0.0,0.0,0.01
consume,7,0.01,0.01,0.0,0.02
dry,7,0.01,0.0,0.0,0.02
massachusetts,7,0.0,0.0,0.0,0.01
portions,7,0.0,0.0,0.0,0.01
1980,7,0.0,0.0,0.0,0.01
neighboring,7,0.0,0.0,0.0,0.0
sides,7,0.0,0.0,0.0,0.01
kg,7,0.0,0.0,0.0,0.01
deputy,7,0.0,0.0,0.0,0.01
chiefly,7,0.0,0.0,0.0,0.0
occupy,7,0.0,0.0,0.0,0.01
cove,7,0.02,0.02,0.0,0.08
over,7,0.01,0.01,0.0,0.04
offshore,7,0.0,0.0,0.0,0.01
boiled,7,0.02,0.01,0.0,0.03
seattle,7,0.01,0.0,0.0,0.02
enters,7,0.0,0.0,0.0,0.01
1912,7,0.0,0.0,0.0,0.01
tender,7,0.01,0.01,0.0,0.04
frequent,7,0.0,0.0,0.0,0.01
prepared,7,0.01,0.01,0.0,0.05
august,7,0.0,0.0,0.0,0.01
bay,7,0.01,0.01,0.0,0.02
birds,7,0.02,0.02,0.0,0.09
six,7,0.0,0.0,0.0,0.01
others,7,0.0,0.0,0.0,0.0
young,7,0.01,0.0,0.0,0.01
both,7,0.0,0.0,0.0,0.01
were,7,0.01,0.0,0.0,0.01
addition,7,0.0,0.0,0.0,0.01
peter,7,0.01,0.0,0.0,0.02
sometimes,7,0.0,0.0,0.0,0.01
stage,7,0.0,0.0,0.0,0.0
produce,7,0.0,0.0,0.0,0.0
very,7,0.01,0.0,0.0,0.02
went,7,0.0,0.0,0.0,0.01
lamb,7,0.02,0.01,0.0,0.09
course,7,0.0,0.0,0.0,0.0
bright,7,0.0,0.0,0.0,0.01
ended,7,0.0,0.0,0.0,0.02
1955,7,0.0,0.0,0.0,0.0
contained,7,0.0,0.0,0.0,0.0
bread,7,0.0,0.0,0.0,0.02
beaches,7,0.01,0.01,0.0,0.02
have,7,0.01,0.0,0.01,0.01
darker,7,0.0,0.0,0.0,0.01
raise,7,0.0,0.0,0.0,0.0
escape,7,0.0,0.0,0.0,0.0
egg,7,0.03,0.03,0.0,0.08
roasted,7,0.02,0.02,0.0,0.05
ingredients,7,0.01,0.01,0.0,0.03
literally,7,0.01,0.01,0.0,0.02
preparation,7,0.01,0.01,0.0,0.05
host,7,0.0,0.0,0.0,0.02
exported,7,0.01,0.01,0.0,0.06
herring,6,0.16,0.16,0.01,0.38
run,6,0.02,0.01,0.01,0.06
oil,6,0.02,0.01,0.0,0.05
squid,6,0.02,0.02,0.0,0.05
annual,6,0.01,0.01,0.0,0.03
port,6,0.01,0.01,0.0,0.03
shaped,6,0.01,0.01,0.0,0.02
abundant,6,0.02,0.01,0.01,0.03
processing,6,0.01,0.01,0.0,0.02
tons,6,0.01,0.01,0.0,0.02
internationally,6,0.0,0.0,0.0,0.02
dozen,6,0.01,0.0,0.0,0.02
stuffed,6,0.01,0.01,0.0,0.02
exclusively,6,0.01,0.0,0.0,0.02
japanese,6,0.01,0.01,0.0,0.05
nearly,6,0.0,0.0,0.0,0.02
japan,6,0.01,0.01,0.0,0.02
huge,6,0.01,0.01,0.0,0.02
eating,6,0.01,0.01,0.0,0.02
22,6,0.01,0.0,0.0,0.02
populations,6,0.02,0.01,0.01,0.03
club,6,0.01,0.0,0.0,0.01
follow,6,0.01,0.0,0.0,0.01
later,6,0.01,0.0,0.0,0.01
used,6,0.01,0.01,0.01,0.02
although,6,0.01,0.0,0.0,0.01
maple,6,0.0,0.0,0.0,0.01
off,6,0.01,0.0,0.01,0.01
economic,6,0.02,0.01,0.0,0.06
migratory,6,0.01,0.01,0.01,0.02
favorable,6,0.0,0.0,0.0,0.01
elevation,6,0.0,0.0,0.0,0.01
inception,6,0.01,0.01,0.0,0.03
resort,6,0.01,0.0,0.0,0.01
juvenile,6,0.01,0.01,0.0,0.04
tourists,6,0.0,0.0,0.0,0.01
meal,6,0.01,0.01,0.0,0.03
burned,6,0.0,0.0,0.0,0.01
associate,6,0.0,0.0,0.0,0.01
1926,6,0.0,0.0,0.0,0.01
ne,6,0.0,0.0,0.0,0.01
expanded,6,0.0,0.0,0.0,0.01
luck,6,0.0,0.0,0.0,0.01
drummer,6,0.02,0.02,0.0,0.05
seasonal,6,0.0,0.0,0.0,0.01
northeast,6,0.01,0.01,0.0,0.02
enjoyed,6,0.0,0.0,0.0,0.01
seasons,6,0.01,0.01,0.0,0.03
preserved,6,0.01,0.01,0.0,0.03
banks,6,0.0,0.0,0.0,0.01
travelling,6,0.0,0.0,0.0,0.01
consumed,6,0.01,0.0,0.0,0.01
rapid,6,0.0,0.0,0.0,0.01
affected,6,0.0,0.0,0.0,0.01
feeds,6,0.01,0.0,0.0,0.01
resembling,6,0.0,0.0,0.0,0.01
sand,6,0.01,0.01,0.0,0.02
launched,6,0.01,0.01,0.0,0.04
1984,6,0.0,0.0,0.0,0.01
diet,6,0.01,0.01,0.0,0.01
1972,6,0.0,0.0,0.0,0.01
significant,6,0.0,0.0,0.0,0.01
lower,6,0.01,0.0,0.0,0.01
dubbed,6,0.0,0.0,0.0,0.01
chase,6,0.01,0.01,0.0,0.06
ends,6,0.0,0.0,0.0,0.01
1973,6,0.0,0.0,0.0,0.01
friend,6,0.01,0.0,0.0,0.01
less,6,0.0,0.0,0.0,0.01
rich,6,0.01,0.01,0.0,0.02
meaning,6,0.01,0.0,0.0,0.01
bar,6,0.0,0.0,0.0,0.01
song,6,0.01,0.0,0.0,0.02
parts,6,0.01,0.0,0.0,0.01
2007,6,0.0,0.0,0.0,0.01
round,6,0.0,0.0,0.0,0.01
region,6,0.01,0.01,0.0,0.02
largest,6,0.01,0.0,0.0,0.01
meat,6,0.04,0.04,0.01,0.12
west,6,0.01,0.0,0.0,0.01
early,6,0.01,0.0,0.0,0.01
especially,6,0.0,0.0,0.0,0.01
little,6,0.01,0.01,0.0,0.02
after,6,0.01,0.0,0.0,0.01
may,6,0.01,0.0,0.0,0.01
has,6,0.01,0.0,0.01,0.02
found,6,0.01,0.0,0.01,0.02
other,6,0.01,0.01,0.01,0.02
stocked,6,0.04,0.03,0.0,0.16
wild,6,0.03,0.02,0.01,0.05
stream,6,0.01,0.01,0.0,0.05
pike,6,0.06,0.05,0.0,0.23
creek,6,0.04,0.03,0.01,0.05
lakes,6,0.01,0.01,0.0,0.03
bass,6,0.08,0.07,0.01,0.24
rivers,6,0.01,0.01,0.0,0.05
excellent,6,0.01,0.01,0.0,0.03
reaches,6,0.0,0.0,0.0,0.01
destination,6,0.0,0.0,0.0,0.01
mouth,6,0.01,0.0,0.0,0.01
observed,6,0.01,0.0,0.0,0.01
farmed,6,0.01,0.01,0.0,0.05
contains,6,0.0,0.0,0.0,0.0
runs,6,0.01,0.01,0.0,0.03
spot,6,0.01,0.0,0.0,0.02
quality,6,0.01,0.0,0.0,0.02
snake,6,0.01,0.0,0.0,0.01
raised,6,0.0,0.0,0.0,0.01
varieties,6,0.0,0.0,0.0,0.01
swim,6,0.01,0.01,0.0,0.03
prized,6,0.01,0.0,0.0,0.01
grouse,6,0.04,0.04,0.0,0.19
springs,6,0.0,0.0,0.0,0.01
holds,6,0.0,0.0,0.0,0.0
rearing,6,0.0,0.0,0.0,0.01
1900s,6,0.0,0.0,0.0,0.0
regularly,6,0.0,0.0,0.0,0.0
accessible,6,0.0,0.0,0.0,0.0
produces,6,0.0,0.0,0.0,0.0
outlet,6,0.01,0.01,0.0,0.02
mature,6,0.0,0.0,0.0,0.01
entire,6,0.0,0.0,0.0,0.0
november,6,0.01,0.0,0.0,0.01
pound,6,0.0,0.0,0.0,0.02
hosts,6,0.0,0.0,0.0,0.01
indicated,6,0.0,0.0,0.0,0.01
survey,6,0.0,0.0,0.0,0.0
shallow,6,0.0,0.0,0.0,0.01
harvest,6,0.01,0.01,0.0,0.02
highway,6,0.0,0.0,0.0,0.0
liver,6,0.01,0.01,0.0,0.02
miles,6,0.0,0.0,0.0,0.0
containing,6,0.0,0.0,0.0,0.01
washington,6,0.0,0.0,0.0,0.01
percent,6,0.0,0.0,0.0,0.0
roger,6,0.0,0.0,0.0,0.01
alaska,6,0.04,0.04,0.0,0.12
lewis,6,0.0,0.0,0.0,0.01
tasmania,6,0.0,0.0,0.0,0.01
disappeared,6,0.0,0.0,0.0,0.0
rush,6,0.0,0.0,0.0,0.01
predominantly,6,0.0,0.0,0.0,0.0
centered,6,0.0,0.0,0.0,0.0
campbell,6,0.0,0.0,0.0,0.0
bed,6,0.01,0.0,0.0,0.02
swam,6,0.0,0.0,0.0,0.01
introduce,6,0.0,0.0,0.0,0.0
toxic,6,0.0,0.0,0.0,0.01
towns,6,0.0,0.0,0.0,0.0
tours,6,0.0,0.0,0.0,0.01
supporting,6,0.0,0.0,0.0,0.0
temperate,6,0.0,0.0,0.0,0.02
pier,6,0.01,0.0,0.0,0.02
potato,6,0.0,0.0,0.0,0.01
icelandic,6,0.0,0.0,0.0,0.01
hotels,6,0.0,0.0,0.0,0.01
approaches,6,0.0,0.0,0.0,0.01
privately,6,0.0,0.0,0.0,0.01
halfway,6,0.0,0.0,0.0,0.01
authored,6,0.0,0.0,0.0,0.02
joint,6,0.0,0.0,0.0,0.01
attracted,6,0.0,0.0,0.0,0.01
bottom,6,0.01,0.01,0.0,0.02
probably,6,0.0,0.0,0.0,0.01
united,6,0.01,0.0,0.0,0.01
but,6,0.01,0.0,0.01,0.02
portsmouth,6,0.0,0.0,0.0,0.01
retain,6,0.0,0.0,0.0,0.01
witch,6,0.02,0.01,0.0,0.05
sketch,6,0.0,0.0,0.0,0.01
smoking,6,0.01,0.01,0.0,0.03
ann,6,0.0,0.0,0.0,0.01
founding,6,0.0,0.0,0.0,0.01
en,6,0.0,0.0,0.0,0.01
unusual,6,0.0,0.0,0.0,0.01
journey,6,0.0,0.0,0.0,0.01
forced,6,0.0,0.0,0.0,0.01
1987,6,0.0,0.0,0.0,0.01
serves,6,0.0,0.0,0.0,0.01
hundred,6,0.0,0.0,0.0,0.01
26,6,0.0,0.0,0.0,0.01
cook,6,0.0,0.0,0.0,0.01
missing,6,0.0,0.0,0.0,0.01
frequently,6,0.0,0.0,0.0,0.01
put,6,0.01,0.01,0.0,0.03
town,6,0.0,0.0,0.0,0.01
almost,6,0.0,0.0,0.0,0.01
day,6,0.01,0.01,0.0,0.04
female,6,0.01,0.0,0.0,0.02
near,6,0.01,0.0,0.0,0.01
made,6,0.01,0.0,0.0,0.02
played,6,0.01,0.01,0.0,0.04
in,6,0.03,0.01,0.02,0.05
musicians,6,0.0,0.0,0.0,0.02
with,6,0.01,0.0,0.01,0.02
replaced,6,0.01,0.0,0.0,0.01
range,6,0.01,0.0,0.0,0.01
member,6,0.01,0.0,0.0,0.01
don,6,0.01,0.01,0.0,0.02
br,6,0.0,0.0,0.0,0.01
produced,6,0.01,0.0,0.0,0.02
george,6,0.0,0.0,0.0,0.01
including,6,0.01,0.0,0.01,0.01
mickey,6,0.01,0.01,0.0,0.03
often,6,0.01,0.0,0.0,0.01
formerly,6,0.0,0.0,0.0,0.01
compositions,6,0.0,0.0,0.0,0.01
distinctive,6,0.0,0.0,0.0,0.01
debut,6,0.0,0.0,0.0,0.01
trap,6,0.0,0.0,0.0,0.01
back,6,0.0,0.0,0.0,0.0
uk,6,0.01,0.0,0.0,0.02
great,6,0.01,0.0,0.0,0.01
etc,6,0.0,0.0,0.0,0.01
became,6,0.0,0.0,0.0,0.01
various,6,0.0,0.0,0.0,0.01
whom,6,0.0,0.0,0.0,0.02
disbanded,6,0.0,0.0,0.0,0.01
bought,6,0.0,0.0,0.0,0.0
1994,6,0.0,0.0,0.0,0.0
october,6,0.0,0.0,0.0,0.01
trip,6,0.0,0.0,0.0,0.01
going,6,0.0,0.0,0.0,0.0
let,6,0.0,0.0,0.0,0.0
2005,6,0.01,0.0,0.0,0.02
1990,6,0.0,0.0,0.0,0.0
additionally,6,0.0,0.0,0.0,0.01
europe,6,0.01,0.01,0.0,0.04
1951,6,0.0,0.0,0.0,0.02
except,6,0.0,0.0,0.0,0.0
done,6,0.0,0.0,0.0,0.01
grandfather,6,0.0,0.0,0.0,0.0
resemble,6,0.0,0.0,0.0,0.01
management,6,0.0,0.0,0.0,0.0
continuing,6,0.0,0.0,0.0,0.0
blend,6,0.0,0.0,0.0,0.0
grass,6,0.01,0.01,0.0,0.03
primary,6,0.0,0.0,0.0,0.0
preferred,6,0.0,0.0,0.0,0.02
debuted,6,0.0,0.0,0.0,0.0
method,6,0.0,0.0,0.0,0.02
actor,6,0.0,0.0,0.0,0.0
review,6,0.0,0.0,0.0,0.01
paper,6,0.01,0.0,0.0,0.03
kicks,6,0.0,0.0,0.0,0.0
1975,6,0.0,0.0,0.0,0.0
look,6,0.0,0.0,0.0,0.01
content,6,0.0,0.0,0.0,0.01
mimic,6,0.0,0.0,0.0,0.01
elsewhere,6,0.0,0.0,0.0,0.02
lucy,6,0.0,0.0,0.0,0.0
restored,6,0.0,0.0,0.0,0.0
offer,6,0.0,0.0,0.0,0.0
pulled,6,0.0,0.0,0.0,0.02
edinburgh,6,0.0,0.0,0.0,0.0
forth,6,0.01,0.0,0.0,0.02
52,6,0.0,0.0,0.0,0.01
surprise,6,0.0,0.0,0.0,0.0
completing,6,0.0,0.0,0.0,0.0
profile,6,0.0,0.0,0.0,0.0
murder,6,0.0,0.0,0.0,0.02
ribs,6,0.0,0.0,0.0,0.02
is,6,0.02,0.0,0.02,0.02
or,6,0.02,0.01,0.01,0.03
wet,6,0.0,0.0,0.0,0.01
most,6,0.01,0.0,0.0,0.03
butter,6,0.01,0.0,0.0,0.02
tall,6,0.0,0.0,0.0,0.01
colored,6,0.01,0.0,0.0,0.02
refers,6,0.01,0.0,0.0,0.02
25,6,0.0,0.0,0.0,0.0
call,6,0.01,0.01,0.0,0.02
times,6,0.0,0.0,0.0,0.0
appearance,6,0.0,0.0,0.0,0.01
turkey,6,0.04,0.04,0.0,0.11
feathers,6,0.01,0.01,0.0,0.03
potatoes,6,0.01,0.01,0.0,0.02
cooking,6,0.01,0.01,0.0,0.03
hawk,6,0.01,0.01,0.0,0.04
geese,6,0.01,0.01,0.0,0.04
drinks,6,0.01,0.01,0.0,0.03
fact,6,0.01,0.0,0.0,0.02
success,6,0.0,0.0,0.0,0.0
tell,6,0.0,0.0,0.0,0.02
seeds,6,0.0,0.0,0.0,0.01
relatives,6,0.0,0.0,0.0,0.01
silk,6,0.0,0.0,0.0,0.0
counterparts,6,0.0,0.0,0.0,0.0
factories,5,0.01,0.01,0.0,0.07
species,5,0.03,0.02,0.02,0.06
canyon,5,0.01,0.01,0.0,0.04
exports,5,0.01,0.01,0.0,0.03
presence,5,0.01,0.01,0.0,0.03
la,5,0.01,0.01,0.0,0.03
migration,5,0.02,0.01,0.0,0.03
spectacular,5,0.01,0.01,0.0,0.03
collapsed,5,0.01,0.01,0.0,0.03
fleet,5,0.01,0.01,0.0,0.03
tin,5,0.01,0.01,0.0,0.03
ocean,5,0.02,0.02,0.0,0.03
millions,5,0.01,0.01,0.0,0.02
joined,5,0.01,0.01,0.0,0.02
phenomenon,5,0.0,0.0,0.0,0.02
rays,5,0.01,0.01,0.0,0.04
feast,5,0.01,0.01,0.0,0.02
stocks,5,0.03,0.03,0.02,0.06
rice,5,0.02,0.02,0.0,0.06
small,5,0.01,0.01,0.01,0.02
common,5,0.02,0.01,0.01,0.02
skin,5,0.01,0.01,0.0,0.02
target,5,0.01,0.01,0.0,0.02
indian,5,0.01,0.01,0.0,0.02
allow,5,0.01,0.0,0.0,0.02
from,5,0.02,0.01,0.01,0.05
price,5,0.01,0.0,0.0,0.02
san,5,0.01,0.0,0.0,0.02
attacks,5,0.01,0.0,0.0,0.02
numbers,5,0.01,0.0,0.0,0.02
locally,5,0.01,0.01,0.0,0.02
career,5,0.01,0.0,0.0,0.02
swordfish,5,0.02,0.02,0.0,0.08
20th,5,0.01,0.01,0.0,0.02
important,5,0.01,0.01,0.0,0.03
