context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
sugar,18,0.03,0.03,0.0,0.1
cake,18,0.05,0.05,0.0,0.61
brand,17,0.02,0.02,0.0,0.07
sweet,17,0.02,0.02,0.0,0.04
foods,17,0.01,0.01,0.0,0.03
milk,16,0.07,0.06,0.0,0.36
cream,16,0.09,0.09,0.01,0.4
soft,16,0.01,0.01,0.0,0.03
apple,16,0.03,0.03,0.0,0.27
served,16,0.01,0.01,0.0,0.05
taste,16,0.01,0.01,0.0,0.03
ingredients,16,0.02,0.02,0.01,0.06
eaten,16,0.02,0.02,0.0,0.08
containing,16,0.01,0.0,0.0,0.02
juice,15,0.04,0.04,0.0,0.33
lemon,15,0.1,0.09,0.0,0.54
flavor,15,0.02,0.02,0.0,0.06
ice,15,0.08,0.07,0.01,0.7
fruit,15,0.03,0.03,0.0,0.2
egg,15,0.01,0.01,0.0,0.03
corn,15,0.03,0.03,0.0,0.3
wine,15,0.02,0.02,0.0,0.14
variety,15,0.0,0.0,0.0,0.01
known,15,0.01,0.0,0.01,0.02
restaurant,15,0.01,0.01,0.0,0.03
items,15,0.01,0.0,0.0,0.02
name,15,0.01,0.0,0.0,0.02
eating,15,0.01,0.01,0.0,0.04
rice,15,0.03,0.03,0.0,0.13
fresh,14,0.02,0.02,0.0,0.13
cherry,14,0.03,0.03,0.0,0.19
include,14,0.01,0.0,0.0,0.02
chocolate,14,0.06,0.06,0.0,0.25
honey,14,0.02,0.02,0.0,0.11
butter,14,0.03,0.03,0.0,0.14
caf,14,0.01,0.01,0.0,0.06
founded,14,0.01,0.0,0.0,0.01
traditionally,14,0.01,0.01,0.0,0.02
fish,14,0.01,0.01,0.0,0.05
bread,14,0.03,0.03,0.0,0.08
breakfast,14,0.01,0.01,0.0,0.05
food,14,0.02,0.02,0.01,0.04
quality,14,0.01,0.01,0.0,0.08
serving,14,0.01,0.0,0.0,0.01
pepper,14,0.01,0.01,0.0,0.03
kinds,14,0.0,0.0,0.0,0.01
beer,13,0.05,0.05,0.0,0.38
traditional,13,0.02,0.01,0.0,0.04
selling,13,0.01,0.01,0.0,0.04
mixed,13,0.01,0.01,0.0,0.02
2010,13,0.01,0.0,0.0,0.02
product,13,0.01,0.01,0.0,0.02
restaurants,13,0.02,0.01,0.0,0.07
commercially,13,0.0,0.0,0.0,0.01
poured,13,0.01,0.01,0.0,0.02
company,13,0.02,0.01,0.01,0.03
mixture,13,0.01,0.01,0.01,0.02
campbell,13,0.02,0.02,0.0,0.26
commercial,13,0.01,0.0,0.0,0.01
largest,13,0.01,0.01,0.0,0.02
referred,13,0.01,0.0,0.0,0.02
eggs,13,0.01,0.01,0.0,0.06
filling,13,0.01,0.01,0.0,0.06
maker,13,0.01,0.01,0.0,0.04
banana,13,0.02,0.02,0.0,0.11
variations,13,0.0,0.0,0.0,0.02
purchased,13,0.01,0.0,0.0,0.02
meal,13,0.01,0.01,0.0,0.05
frozen,12,0.03,0.02,0.0,0.08
lime,12,0.04,0.03,0.0,0.25
sell,12,0.01,0.01,0.0,0.05
coffee,12,0.07,0.07,0.01,0.36
sells,12,0.01,0.01,0.0,0.03
mix,12,0.01,0.01,0.0,0.02
making,12,0.01,0.0,0.01,0.02
ham,12,0.01,0.01,0.0,0.01
advertising,12,0.0,0.0,0.0,0.01
candy,12,0.01,0.01,0.0,0.03
salt,12,0.01,0.01,0.0,0.07
sales,12,0.01,0.0,0.0,0.02
topped,12,0.01,0.01,0.0,0.02
commonly,12,0.01,0.0,0.0,0.01
sponsored,12,0.0,0.0,0.0,0.02
customers,12,0.0,0.0,0.0,0.01
bacon,12,0.02,0.02,0.0,0.1
dinner,12,0.01,0.01,0.0,0.02
substitute,12,0.01,0.0,0.0,0.01
chicken,12,0.04,0.03,0.0,0.26
tv,12,0.0,0.0,0.0,0.01
types,12,0.01,0.0,0.0,0.01
united,12,0.01,0.0,0.0,0.02
typically,12,0.01,0.0,0.0,0.01
cheese,12,0.08,0.07,0.01,0.36
jam,12,0.01,0.01,0.0,0.02
bars,12,0.01,0.01,0.0,0.04
baking,12,0.02,0.02,0.0,0.1
flour,12,0.04,0.04,0.01,0.25
popular,12,0.01,0.01,0.01,0.02
olive,12,0.01,0.0,0.0,0.02
cups,12,0.02,0.02,0.0,0.08
baked,12,0.05,0.04,0.0,0.23
cafe,12,0.01,0.01,0.0,0.07
famous,12,0.01,0.0,0.0,0.02
meat,12,0.03,0.03,0.0,0.11
specialty,12,0.01,0.01,0.0,0.05
contains,12,0.01,0.0,0.0,0.01
variation,12,0.0,0.0,0.0,0.02
market,12,0.01,0.01,0.0,0.03
formerly,12,0.0,0.0,0.0,0.0
markets,12,0.0,0.0,0.0,0.01
distributed,12,0.0,0.0,0.0,0.01
