context,evidence_type,categories
annual, ,all object relation measure
growing, ,object relation plant
combination, ,object plant
money, ,measure
shot, ,measure
apples, ,measure
roll, ,measure
plates, ,measure
beginning, ,measure
23, ,measure
main, ,measure
remember, ,measure
briefly, ,measure
throughout, ,measure
return, ,measure
large, ,measure
amount, ,measure
do, ,fruit measure
place, ,measure
outside, ,measure
minutes, ,measure
shrimp, ,measure
deep, ,measure
re, ,measure
ve, ,measure
bit, ,measure
job, ,measure
bowl, ,measure
amp, ,measure
until, ,measure
calling, ,measure
shell, ,measure
jerry, ,measure relation
remove, ,measure
together, ,measure
forced, ,measure
plenty, ,measure
any, ,measure
fast, ,measure
beyond, ,measure
signs, ,measure
loose, ,measure relation
lower, ,measure
sweet, ,measure
fingers, ,measure relation
setting, ,measure
pushing, ,measure relation
adding, ,measure
additional, ,measure
closer, ,measure
staples, ,measure
aside, ,measure
pineapple, ,measure plant
program, ,measure
lean, ,measure
desired, ,measure
chopped, ,measure
nobody, ,measure
balls, ,measure
on, ,measure
fish, ,fruit measure
waste, ,measure
quite, ,measure
mix, ,measure
dipped, ,measure
dipping, ,measure
form, ,measure
finally, ,measure
estimated, ,measure
cooled, ,measure
fold, ,measure
enormous, ,measure
means, ,measure
serve, ,measure
here, ,measure
time, ,measure
mom, ,measure
mother, ,measure
cool, ,measure
food, ,measure
serving, ,measure
handful, ,measure
firmly, ,measure
add, ,measure
mixed, ,measure
according, ,measure
heat, ,measure
ready, ,measure
beans, ,measure
level, ,measure
clay, ,measure relation
replaced, ,measure
fruit, ,measure
expect, ,measure
burn, ,measure
bananas, ,measure
why, ,measure
added, ,measure
dishes, ,measure
generous, ,measure
true, ,measure
gently, ,measure
heading, ,measure
particularly, ,measure
follow, ,measure
happy, ,measure
eaten, ,measure
grease, ,measure
ease, ,measure
total, ,measure
handles, ,measure
singing, ,measure
season, ,measure
careful, ,measure
stay, ,measure
china, ,measure
zone, ,measure
chain, ,measure
sticky, ,measure
leaves, ,fruit measure plant
coat, ,measure
snap, ,measure relation
except, ,measure
news, ,measure
golden, ,measure
run, ,measure
fair, ,measure
past, ,measure
concerned, ,measure
cover, ,fruit measure
strips, ,measure
remains, ,measure
corn, ,measure
markets, ,measure
frequently, ,measure
guide, ,measure
ability, ,measure
vendor, ,measure
managed, ,measure
risk, ,measure
rounds, ,measure
covering, ,measure
santa, ,measure
sky, ,measure
cause, ,measure
specialty, ,measure
seafood, ,measure
bacon, ,measure
everybody, ,measure
nuts, ,measure
types, ,measure
trip, ,measure
pre, ,measure
combined, ,measure
ate, ,measure
either, ,measure
assemble, ,measure
layer, ,measure
baking, ,measure
oven, ,measure
women, ,measure
pinch, ,measure
saying, ,measure
topping, ,measure
nor, ,measure
focus, ,measure
matter, ,measure
garden, ,fruit plant
fruits, ,fruit plant
patch, ,fruit relation plant
vegetables, ,plant
sauteed, ,plant
squash, ,fruit plant
pumpkin, ,plant
ground, ,plant
thick, ,plant
try, ,fruit plant
ones, ,fruit plant
greens, ,plant
leaf, ,relation plant
ham, ,plant
juice, ,plant
bell, ,plant
less, ,plant
remaining, ,plant
lunch, ,plant
produces, ,plant
black, ,relation
shaped, ,relation
towering, ,relation
gold, ,relation
metal, ,relation
shiny, ,relation
inch, ,relation
bearing, ,relation
trees, ,relation
surrounding, ,relation
texas, ,relation
million, ,relation
picked, ,relation
leading, ,relation
dates, ,relation
shade, ,relation
named, ,relation
tree, ,relation
history, ,relation
pine, ,relation
river, ,relation
production, ,relation
journey, ,relation
fields, ,relation
hammer, ,relation
mini, ,relation
ed, ,relation
lush, ,relation
reminiscent, ,relation
staged, ,relation
batter, ,relation
88, ,relation
claim, ,relation
settling, ,relation
festival, ,fruit relation
moss, ,relation
truck, ,relation
dotted, ,relation
dash, ,relation
1981, ,relation
farmers, ,relation
distinctive, ,relation
cookie, ,relation
concentration, ,relation
wedges, ,relation
faded, ,relation
species, ,relation
diverse, ,relation
halves, ,relation
bronze, ,relation
ancient, ,relation
fountain, ,relation
mahogany, ,relation
colored, ,relation
tall, ,relation
vermont, ,relation
majestic, ,relation
chunk, ,relation
beneath, ,relation
surface, ,relation
tops, ,relation
atop, ,relation
yellow, ,relation
mountains, ,relation
top, ,relation
dating, ,relation
hill, ,relation
counter, ,relation
cake, ,relation
walnut, ,relation
acres, ,relation
solid, ,relation
silk, ,relation
known, ,relation
paint, ,relation
sand, ,relation
mountain, ,relation
brown, ,relation
chocolate, ,relation
lawn, ,relation
high, ,relation
draped, ,relation
ivory, ,relation
pattern, ,relation
avenue, ,relation
parade, ,relation
flowing, ,relation
figures, ,relation
angel, ,relation
colorado, ,relation
pearl, ,relation
include, ,relation
bridge, ,relation
route, ,relation
climbing, ,relation
silver, ,relation
pile, ,relation
squares, ,relation
pastry, ,food relation
box, ,relation
ring, ,relation
cast, ,relation
custom, ,relation
laden, ,relation
diamond, ,relation
beauty, ,relation
alexander, ,relation
tourists, ,relation
creek, ,relation
chip, ,relation
cube, ,relation
matching, ,relation
varieties, ,relation
renowned, ,relation
originally, ,relation
orange, ,relation
