,context,n_concepts,mean_tfidf,mean_diff,evidence
0,yellow,15,0.04,0.03,-
1,also,15,0.01,0.0,-
2,became,15,0.01,0.0,-
3,name,15,0.01,0.01,-
4,lily,14,0.02,0.02,-
5,only,14,0.01,0.0,-
6,nicknamed,14,0.01,0.0,-
7,respectively,13,0.0,0.0,-
8,festival,13,0.02,0.02,-
9,states,13,0.01,0.0,-
10,make,13,0.01,0.0,-
11,known,13,0.02,0.01,-
12,album,13,0.01,0.01,-
13,similar,13,0.01,0.0,-
14,many,13,0.01,0.0,-
15,august,13,0.0,0.0,-
16,honey,13,0.03,0.02,-
17,titled,13,0.0,0.0,-
18,commercial,13,0.01,0.0,-
19,1930s,13,0.0,0.0,-
20,yellow,15,0.04,0.03,-
