,context,n_concepts,mean_tfidf,mean_diff,evidence
0,currently,6,0.0,0.0,-
1,earlier,6,0.0,0.0,-
2,extensively,5,0.0,0.0,-
3,eighteenth,5,0.0,0.0,-
4,intention,5,0.0,0.0,-
5,consultant,5,0.0,0.0,-
6,10th,5,0.0,0.0,-
7,71,5,0.0,0.0,-
8,informs,5,0.0,0.0,-
9,91,5,0.0,0.0,-
10,amid,5,0.0,0.0,-
11,hardly,5,0.0,0.0,-
12,39,5,0.0,0.0,-
13,1853,5,0.0,0.0,-
14,hungary,5,0.0,0.0,-
15,criticism,5,0.0,0.0,-
16,evidence,5,0.0,0.0,-
17,cousin,5,0.0,0.0,-
18,historically,5,0.0,0.0,-
19,thirty,5,0.0,0.0,-
20,black,5,0.03,0.02,-
