context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
related,5,0.01,0.01,0.0,0.03
have,5,0.01,0.0,0.01,0.02
those,5,0.01,0.0,0.0,0.01
investigated,5,0.01,0.01,0.0,0.01
000,5,0.02,0.01,0.01,0.04
other,5,0.01,0.0,0.01,0.01
more,5,0.01,0.0,0.01,0.01
dangerous,5,0.01,0.01,0.0,0.02
due,5,0.01,0.0,0.0,0.01
yet,5,0.0,0.0,0.0,0.01
exposed,5,0.01,0.01,0.0,0.02
considerably,5,0.0,0.0,0.0,0.01
violence,4,0.04,0.03,0.0,0.12
war,4,0.06,0.05,0.0,0.11
threats,4,0.03,0.02,0.0,0.1
crimes,4,0.04,0.04,0.0,0.08
victims,4,0.02,0.02,0.0,0.06
combat,4,0.03,0.03,0.02,0.06
fight,4,0.02,0.02,0.0,0.06
incidents,4,0.02,0.02,0.0,0.05
afghanistan,4,0.02,0.02,0.0,0.05
of,4,0.04,0.02,0.02,0.06
task,4,0.02,0.01,0.0,0.04
and,4,0.03,0.01,0.02,0.04
investigations,4,0.01,0.01,0.0,0.04
suspected,4,0.01,0.01,0.0,0.04
political,4,0.01,0.01,0.0,0.04
al,4,0.01,0.01,0.0,0.04
states,4,0.02,0.02,0.0,0.03
investigation,4,0.01,0.01,0.0,0.03
organised,4,0.01,0.01,0.0,0.02
bush,4,0.01,0.01,0.0,0.02
drug,4,0.05,0.04,0.02,0.13
relating,4,0.01,0.01,0.0,0.02
united,4,0.02,0.01,0.01,0.03
nations,4,0.01,0.01,0.0,0.02
involved,4,0.01,0.01,0.0,0.02
comprehensive,4,0.01,0.01,0.0,0.02
dealing,4,0.01,0.01,0.0,0.02
research,4,0.01,0.01,0.0,0.02
report,4,0.01,0.01,0.0,0.02
national,4,0.01,0.01,0.0,0.02
asia,4,0.01,0.01,0.01,0.02
studies,4,0.01,0.01,0.0,0.02
hostage,4,0.01,0.01,0.0,0.02
world,4,0.11,0.11,0.0,0.41
countries,4,0.01,0.01,0.0,0.02
guilty,4,0.01,0.01,0.0,0.02
about,4,0.01,0.0,0.0,0.02
he,4,0.02,0.01,0.01,0.04
governments,4,0.01,0.01,0.0,0.02
obama,4,0.01,0.0,0.0,0.02
connection,4,0.01,0.0,0.0,0.01
believed,4,0.01,0.0,0.0,0.01
regarding,4,0.01,0.0,0.0,0.01
involving,4,0.01,0.01,0.0,0.01
stated,4,0.01,0.0,0.0,0.01
responsible,4,0.01,0.0,0.0,0.01
according,4,0.01,0.0,0.0,0.01
department,4,0.01,0.01,0.0,0.02
victim,4,0.01,0.0,0.0,0.01
including,4,0.01,0.0,0.0,0.01
money,4,0.01,0.01,0.0,0.01
prison,4,0.01,0.01,0.0,0.01
effort,4,0.02,0.01,0.0,0.04
rise,4,0.01,0.01,0.0,0.01
crisis,4,0.01,0.0,0.0,0.01
been,4,0.01,0.0,0.01,0.01
organization,4,0.01,0.0,0.0,0.01
testified,4,0.01,0.0,0.0,0.01
causes,4,0.01,0.01,0.0,0.02
coverage,4,0.0,0.0,0.0,0.01
russia,4,0.01,0.01,0.0,0.02
caused,4,0.01,0.01,0.01,0.02
protecting,4,0.0,0.0,0.0,0.01
increased,4,0.01,0.0,0.0,0.01
associated,4,0.01,0.0,0.0,0.01
awareness,4,0.01,0.01,0.0,0.02
reports,4,0.0,0.0,0.0,0.01
described,4,0.01,0.0,0.0,0.01
2003,4,0.01,0.0,0.0,0.01
increase,4,0.01,0.0,0.0,0.01
possible,4,0.01,0.0,0.0,0.01
individuals,4,0.0,0.0,0.0,0.01
spread,4,0.01,0.01,0.0,0.03
serious,4,0.01,0.01,0.0,0.01
conduct,4,0.01,0.01,0.0,0.01
increasing,4,0.01,0.0,0.0,0.01
cause,4,0.01,0.01,0.01,0.02
provide,4,0.0,0.0,0.0,0.01
focus,4,0.0,0.0,0.0,0.01
being,4,0.01,0.0,0.0,0.01
focused,4,0.01,0.0,0.0,0.01
since,4,0.01,0.0,0.0,0.01
mid,4,0.01,0.0,0.01,0.01
during,4,0.05,0.05,0.01,0.17
there,4,0.01,0.0,0.01,0.01
regional,4,0.0,0.0,0.0,0.01
scale,4,0.01,0.01,0.0,0.01
organizations,4,0.0,0.0,0.0,0.01
covered,4,0.01,0.0,0.0,0.01
deaths,4,0.01,0.01,0.0,0.04
had,4,0.01,0.0,0.01,0.02
impact,4,0.0,0.0,0.0,0.01
region,4,0.01,0.01,0.0,0.01
control,4,0.01,0.01,0.01,0.04
many,4,0.01,0.0,0.0,0.01
western,4,0.01,0.0,0.0,0.01
personnel,4,0.01,0.0,0.0,0.01
identified,4,0.0,0.0,0.0,0.01
occurred,4,0.0,0.0,0.0,0.01
no,4,0.01,0.0,0.01,0.01
sub,4,0.01,0.01,0.0,0.01
promote,4,0.0,0.0,0.0,0.01
summit,4,0.0,0.0,0.0,0.01
investigate,4,0.0,0.0,0.0,0.01
significant,4,0.0,0.0,0.0,0.01
specifically,4,0.0,0.0,0.0,0.01
knowledge,4,0.0,0.0,0.0,0.01
blamed,4,0.01,0.0,0.0,0.01
how,4,0.0,0.0,0.0,0.01
years,4,0.01,0.01,0.0,0.03
particularly,4,0.01,0.0,0.0,0.01
some,4,0.01,0.0,0.01,0.01
within,4,0.01,0.0,0.0,0.01
reportedly,4,0.0,0.0,0.0,0.01
deemed,4,0.0,0.0,0.0,0.01
large,4,0.01,0.0,0.01,0.01
africa,4,0.01,0.01,0.0,0.02
further,4,0.0,0.0,0.0,0.01
increasingly,4,0.0,0.0,0.0,0.01
widespread,4,0.0,0.0,0.0,0.01
initiative,4,0.01,0.01,0.0,0.03
dangers,4,0.01,0.01,0.0,0.01
examples,4,0.0,0.0,0.0,0.01
determined,4,0.0,0.0,0.0,0.01
however,4,0.01,0.0,0.0,0.01
itself,4,0.0,0.0,0.0,0.0
severe,4,0.01,0.01,0.0,0.04
allegedly,4,0.01,0.01,0.0,0.02
threatening,4,0.01,0.0,0.0,0.01
chaired,4,0.0,0.0,0.0,0.0
various,4,0.0,0.0,0.0,0.01
distinction,4,0.0,0.0,0.0,0.01
soldiers,4,0.01,0.01,0.0,0.03
none,4,0.01,0.01,0.0,0.01
discussing,4,0.0,0.0,0.0,0.0
forced,4,0.0,0.0,0.0,0.01
regarded,4,0.0,0.0,0.0,0.0
jail,4,0.0,0.0,0.0,0.0
whose,4,0.0,0.0,0.0,0.0
agents,4,0.0,0.0,0.0,0.01
status,4,0.0,0.0,0.0,0.0
resulting,4,0.0,0.0,0.0,0.0
false,4,0.0,0.0,0.0,0.01
these,4,0.0,0.0,0.0,0.01
primary,4,0.0,0.0,0.0,0.0
very,4,0.0,0.0,0.0,0.01
men,4,0.01,0.0,0.0,0.01
vietnam,4,0.04,0.04,0.0,0.13
result,4,0.01,0.0,0.0,0.01
present,4,0.0,0.0,0.0,0.01
actively,4,0.0,0.0,0.0,0.0
philippines,4,0.0,0.0,0.0,0.01
suggesting,4,0.0,0.0,0.0,0.01
grew,4,0.0,0.0,0.0,0.01
epidemic,4,0.04,0.04,0.0,0.09
numerous,4,0.0,0.0,0.0,0.0
especially,4,0.01,0.01,0.0,0.01
count,4,0.01,0.0,0.0,0.01
restrictions,4,0.0,0.0,0.0,0.01
experienced,4,0.0,0.0,0.0,0.01
subsequent,4,0.0,0.0,0.0,0.01
recognize,4,0.0,0.0,0.0,0.0
noted,4,0.0,0.0,0.0,0.0
relatives,4,0.0,0.0,0.0,0.01
largely,4,0.0,0.0,0.0,0.01
prompted,4,0.0,0.0,0.0,0.0
explaining,4,0.0,0.0,0.0,0.0
voluntary,4,0.0,0.0,0.0,0.01
decade,4,0.0,0.0,0.0,0.01
likely,4,0.01,0.01,0.0,0.01
initially,4,0.0,0.0,0.0,0.01
showed,4,0.0,0.0,0.0,0.01
ensure,4,0.0,0.0,0.0,0.0
worse,4,0.0,0.0,0.0,0.01
closely,4,0.0,0.0,0.0,0.01
damage,4,0.01,0.0,0.0,0.01
earlier,4,0.0,0.0,0.0,0.0
confirmed,4,0.0,0.0,0.0,0.0
dealt,4,0.0,0.0,0.0,0.0
notably,4,0.0,0.0,0.0,0.01
capital,4,0.0,0.0,0.0,0.0
decline,4,0.0,0.0,0.0,0.01
capacity,4,0.0,0.0,0.0,0.0
workers,4,0.0,0.0,0.0,0.01
understood,4,0.0,0.0,0.0,0.0
mainly,4,0.0,0.0,0.0,0.0
primarily,4,0.0,0.0,0.0,0.0
might,4,0.0,0.0,0.0,0.0
centers,4,0.0,0.0,0.0,0.0
extent,4,0.0,0.0,0.0,0.01
among,4,0.0,0.0,0.0,0.01
latter,4,0.0,0.0,0.0,0.01
reduced,4,0.0,0.0,0.0,0.01
obtained,4,0.0,0.0,0.0,0.0
presumed,4,0.0,0.0,0.0,0.0
1990,4,0.0,0.0,0.0,0.01
entity,4,0.0,0.0,0.0,0.01
availability,4,0.0,0.0,0.0,0.0
belonging,4,0.04,0.04,0.0,0.14
seized,4,0.01,0.01,0.0,0.01
duration,4,0.01,0.01,0.0,0.02
here,4,0.0,0.0,0.0,0.0
600,4,0.0,0.0,0.0,0.0
fort,4,0.01,0.0,0.0,0.01
moreover,4,0.0,0.0,0.0,0.01
adopted,4,0.0,0.0,0.0,0.0
