context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
anti,4,0.1,0.1,0.01,0.31
fight,4,0.09,0.08,0.0,0.27
war,4,0.06,0.06,0.0,0.19
acts,4,0.04,0.04,0.0,0.15
combat,4,0.04,0.04,0.01,0.13
threat,4,0.03,0.03,0.0,0.11
global,4,0.03,0.03,0.0,0.09
threats,4,0.02,0.02,0.0,0.07
related,4,0.02,0.02,0.01,0.04
organized,4,0.01,0.01,0.0,0.04
united,4,0.02,0.02,0.0,0.04
border,4,0.01,0.01,0.0,0.04
countries,4,0.01,0.01,0.0,0.03
discuss,4,0.01,0.01,0.0,0.03
battle,4,0.01,0.01,0.0,0.03
summit,4,0.01,0.01,0.0,0.03
cases,4,0.02,0.02,0.0,0.04
peace,4,0.02,0.02,0.0,0.04
commitment,4,0.01,0.01,0.0,0.02
agenda,4,0.01,0.01,0.0,0.02
2001,4,0.01,0.01,0.0,0.02
including,4,0.01,0.01,0.0,0.02
activities,4,0.01,0.01,0.0,0.02
region,4,0.01,0.01,0.0,0.02
committed,4,0.01,0.01,0.0,0.02
discussed,4,0.01,0.01,0.0,0.02
pledged,4,0.01,0.01,0.0,0.02
are,4,0.01,0.01,0.01,0.02
east,4,0.01,0.01,0.0,0.02
which,4,0.01,0.01,0.01,0.02
battling,4,0.01,0.01,0.0,0.02
such,4,0.01,0.01,0.01,0.02
poverty,4,0.01,0.01,0.0,0.02
priority,4,0.01,0.01,0.0,0.02
asia,4,0.01,0.0,0.0,0.02
other,4,0.01,0.0,0.01,0.02
targets,4,0.01,0.01,0.0,0.01
groups,4,0.01,0.0,0.0,0.01
relating,4,0.0,0.0,0.0,0.01
southeast,4,0.01,0.01,0.0,0.01
target,4,0.01,0.0,0.0,0.01
stamp,4,0.0,0.0,0.0,0.01
concern,4,0.01,0.0,0.0,0.01
spread,4,0.01,0.01,0.0,0.02
priorities,4,0.0,0.0,0.0,0.01
facing,4,0.01,0.0,0.0,0.01
borders,4,0.01,0.01,0.0,0.01
declared,4,0.01,0.01,0.0,0.02
agencies,4,0.01,0.0,0.0,0.01
drugs,4,0.03,0.02,0.01,0.06
national,4,0.01,0.0,0.0,0.01
halt,4,0.0,0.0,0.0,0.01
aimed,4,0.01,0.0,0.0,0.01
report,4,0.01,0.0,0.0,0.01
conference,4,0.0,0.0,0.0,0.01
organizations,4,0.01,0.0,0.0,0.01
ministry,4,0.01,0.01,0.0,0.01
assistance,4,0.0,0.0,0.0,0.01
people,4,0.01,0.01,0.0,0.02
continues,4,0.01,0.0,0.0,0.01
especially,4,0.01,0.0,0.0,0.01
fought,4,0.01,0.01,0.0,0.05
particularly,4,0.01,0.0,0.0,0.01
greater,4,0.0,0.0,0.0,0.01
danger,4,0.0,0.0,0.0,0.01
linking,4,0.0,0.0,0.0,0.01
neighboring,4,0.01,0.01,0.0,0.01
fights,4,0.0,0.0,0.0,0.01
strikes,4,0.0,0.0,0.0,0.01
major,4,0.01,0.0,0.01,0.01
increased,4,0.0,0.0,0.0,0.01
responsible,4,0.0,0.0,0.0,0.01
years,4,0.01,0.01,0.01,0.02
closely,4,0.0,0.0,0.0,0.01
among,4,0.01,0.0,0.0,0.01
more,4,0.01,0.0,0.01,0.01
source,4,0.0,0.0,0.0,0.01
indication,4,0.0,0.0,0.0,0.01
methods,4,0.0,0.0,0.0,0.01
according,4,0.01,0.0,0.01,0.01
spreading,4,0.01,0.01,0.0,0.02
21st,4,0.0,0.0,0.0,0.01
associated,4,0.0,0.0,0.0,0.01
issued,4,0.0,0.0,0.0,0.01
speech,4,0.0,0.0,0.0,0.01
chemical,4,0.01,0.01,0.0,0.01
possibility,4,0.0,0.0,0.0,0.01
blamed,4,0.0,0.0,0.0,0.01
boost,4,0.0,0.0,0.0,0.01
targeted,4,0.0,0.0,0.0,0.01
expanded,4,0.0,0.0,0.0,0.01
notably,4,0.0,0.0,0.0,0.01
prisoners,4,0.01,0.01,0.0,0.05
initiative,4,0.01,0.01,0.0,0.03
killed,4,0.01,0.01,0.0,0.02
leading,4,0.01,0.0,0.0,0.01
carried,4,0.0,0.0,0.0,0.01
west,4,0.01,0.0,0.0,0.01
republic,4,0.0,0.0,0.0,0.01
worst,4,0.01,0.0,0.0,0.01
cited,4,0.0,0.0,0.0,0.01
control,4,0.01,0.01,0.0,0.03
rejected,4,0.0,0.0,0.0,0.01
dangerous,4,0.01,0.0,0.0,0.01
specialists,4,0.0,0.0,0.0,0.01
increasing,4,0.01,0.0,0.0,0.01
pose,4,0.0,0.0,0.0,0.01
aim,4,0.0,0.0,0.0,0.01
death,4,0.01,0.0,0.0,0.01
areas,4,0.0,0.0,0.0,0.01
commander,4,0.01,0.0,0.0,0.01
improving,4,0.0,0.0,0.0,0.01
participation,4,0.0,0.0,0.0,0.01
critical,4,0.0,0.0,0.0,0.01
fighters,4,0.0,0.0,0.0,0.01
investigated,4,0.0,0.0,0.0,0.01
persons,4,0.0,0.0,0.0,0.0
scale,4,0.01,0.0,0.0,0.01
widespread,4,0.0,0.0,0.0,0.0
various,4,0.0,0.0,0.0,0.0
financed,4,0.0,0.0,0.0,0.0
mainly,4,0.0,0.0,0.0,0.0
centre,4,0.0,0.0,0.0,0.0
primarily,4,0.0,0.0,0.0,0.0
awareness,4,0.0,0.0,0.0,0.01
number,4,0.01,0.0,0.0,0.01
months,4,0.0,0.0,0.0,0.01
rise,4,0.0,0.0,0.0,0.0
component,4,0.0,0.0,0.0,0.0
demonstrate,4,0.0,0.0,0.0,0.0
numerous,4,0.0,0.0,0.0,0.0
hundreds,4,0.01,0.0,0.0,0.01
communities,4,0.0,0.0,0.0,0.0
shown,4,0.0,0.0,0.0,0.0
threatening,4,0.0,0.0,0.0,0.0
confirmed,4,0.0,0.0,0.0,0.0
aware,4,0.0,0.0,0.0,0.0
grown,4,0.0,0.0,0.0,0.0
identify,4,0.0,0.0,0.0,0.0
thailand,4,0.01,0.01,0.0,0.03
southern,4,0.0,0.0,0.0,0.01
signs,4,0.0,0.0,0.0,0.0
least,4,0.0,0.0,0.0,0.0
received,4,0.0,0.0,0.0,0.0
august,4,0.0,0.0,0.0,0.01
